time,t2m,skt,sp,cvh,siconc,number,latitude,longitude,expver,ssr,t2m_c,skt_c
1998-05-01 00:00:00,219.99683,219.25595,68166.97,0.0,,0,-90.0,335.25,0001,,-53.153168,-53.894043
1998-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1998-06-01 00:00:00,220.87292,220.42206,68606.945,0.0,,0,-90.0,335.25,0001,,-52.27707,-52.727936
1998-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1998-07-01 00:00:00,219.37679,219.42516,68138.44,0.0,,0,-90.0,335.25,0001,,-53.77321,-53.72484
1998-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1998-08-01 00:00:00,215.29704,215.35808,67994.14,0.0,,0,-90.0,335.25,0001,,-57.85295,-57.791916
1998-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1998-09-01 00:00:00,215.9655,215.29001,68195.99,0.0,,0,-90.0,335.25,0001,,-57.184494,-57.859985
1998-09-01 06:00:00,,,,,,0,-90.0,335.25,,51833.83,,
1998-10-01 00:00:00,221.99176,221.75072,68263.14,0.0,,0,-90.0,335.25,0001,,-51.158234,-51.399277
1998-10-01 06:00:00,,,,,,0,-90.0,335.25,,1998848.0,,
1998-11-01 00:00:00,237.42766,236.3571,68407.2,0.0,,0,-90.0,335.25,0001,,-35.722336,-36.792892
1998-11-01 06:00:00,,,,,,0,-90.0,335.25,,4629504.0,,
1998-12-01 00:00:00,245.38889,242.37979,68907.59,0.0,,0,-90.0,335.25,0001,,-27.761108,-30.770203
1998-12-01 06:00:00,,,,,,0,-90.0,335.25,,6320128.0,,
1999-01-01 00:00:00,247.6437,244.65254,69657.44,0.0,,0,-90.0,335.25,0001,,-25.506287,-28.497452
1999-01-01 06:00:00,,,,,,0,-90.0,335.25,,5401600.0,,
1999-02-01 00:00:00,234.69397,234.3778,69140.766,0.0,,0,-90.0,335.25,0001,,-38.456024,-38.772186
1999-02-01 06:00:00,,,,,,0,-90.0,335.25,,3016704.0,,
1999-03-01 00:00:00,224.50433,224.84137,68780.92,0.0,,0,-90.0,335.25,0001,,-48.64566,-48.308624
1999-03-01 06:00:00,,,,,,0,-90.0,335.25,,482584.88,,
1999-04-01 00:00:00,220.8038,220.21039,67869.89,0.0,,0,-90.0,335.25,0001,,-52.34619,-52.939606
1999-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1999-05-01 00:00:00,221.26988,221.43257,68189.73,0.0,,0,-90.0,335.25,0001,,-51.88011,-51.717422
1999-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1999-06-01 00:00:00,219.74072,219.50873,69523.086,0.0,,0,-90.0,335.25,0001,,-53.40927,-53.641266
1999-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1999-07-01 00:00:00,216.01213,215.57831,68230.89,0.0,,0,-90.0,335.25,0001,,-57.137863,-57.571686
1999-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1999-08-01 00:00:00,220.46739,220.05016,68119.59,0.0,,0,-90.0,335.25,0001,,-52.682602,-53.09984
1999-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1999-09-01 00:00:00,215.59402,214.62474,68590.79,0.0,,0,-90.0,335.25,0001,,-57.55597,-58.525253
1999-09-01 06:00:00,,,,,,0,-90.0,335.25,,62504.99,,
1999-10-01 00:00:00,225.11719,225.36914,67808.766,0.0,,0,-90.0,335.25,0001,,-48.032806,-47.780853
1999-10-01 06:00:00,,,,,,0,-90.0,335.25,,1879552.0,,
1999-11-01 00:00:00,235.82147,234.28719,68586.08,0.0,,0,-90.0,335.25,0001,,-37.32852,-38.86281
1999-11-01 06:00:00,,,,,,0,-90.0,335.25,,4813824.0,,
1999-12-01 00:00:00,243.06802,240.61333,68494.31,0.0,,0,-90.0,335.25,0001,,-30.08197,-32.536667
1999-12-01 06:00:00,,,,,,0,-90.0,335.25,,6246912.0,,
2000-01-01 00:00:00,243.7501,241.32825,68721.836,0.0,,0,-90.0,335.25,0001,,-29.399887,-31.821747
2000-01-01 06:00:00,,,,,,0,-90.0,335.25,,5535232.0,,
2000-02-01 00:00:00,233.4324,234.36589,68655.05,0.0,,0,-90.0,335.25,0001,,-39.71759,-38.784103
2000-02-01 06:00:00,,,,,,0,-90.0,335.25,,2805760.0,,
2000-03-01 00:00:00,221.00433,220.89957,68793.086,0.0,,0,-90.0,335.25,0001,,-52.14566,-52.250427
2000-03-01 06:00:00,,,,,,0,-90.0,335.25,,461511.06,,
2000-04-01 00:00:00,217.09145,217.34456,68665.32,0.0,,0,-90.0,335.25,0001,,-56.058548,-55.805435
2000-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2000-05-01 00:00:00,219.05849,218.96198,68335.625,0.0,,0,-90.0,335.25,0001,,-54.091507,-54.18802
2000-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2000-06-01 00:00:00,218.32603,218.5309,68833.34,0.0,,0,-90.0,335.25,0001,,-54.82396,-54.619095
2000-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2000-07-01 00:00:00,216.47797,216.8564,68413.31,0.0,,0,-90.0,335.25,0001,,-56.672028,-56.293594
2000-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2000-08-01 00:00:00,217.58652,217.56429,68357.47,0.0,,0,-90.0,335.25,0001,,-55.563477,-55.58571
2000-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2000-09-01 00:00:00,217.42323,217.20946,68598.016,0.0,,0,-90.0,335.25,0001,,-55.72676,-55.940536
2000-09-01 06:00:00,,,,,,0,-90.0,335.25,,66286.69,,
2000-10-01 00:00:00,225.83429,227.1432,67938.766,0.0,,0,-90.0,335.25,0001,,-47.315704,-46.00679
2000-10-01 06:00:00,,,,,,0,-90.0,335.25,,1762816.0,,
2000-11-01 00:00:00,240.88,239.70651,69377.86,0.0,,0,-90.0,335.25,0001,,-32.26999,-33.44348
2000-11-01 06:00:00,,,,,,0,-90.0,335.25,,4553728.0,,
2000-12-01 00:00:00,245.89012,241.85896,69756.78,0.0,,0,-90.0,335.25,0001,,-27.259872,-31.29103
2000-12-01 06:00:00,,,,,,0,-90.0,335.25,,6534144.0,,
2001-01-01 00:00:00,245.09906,242.07939,69346.7,0.0,,0,-90.0,335.25,0001,,-28.050934,-31.070602
2001-01-01 06:00:00,,,,,,0,-90.0,335.25,,5435904.0,,
2001-02-01 00:00:00,235.80356,235.1958,69470.17,0.0,,0,-90.0,335.25,0001,,-37.346436,-37.954193
2001-02-01 06:00:00,,,,,,0,-90.0,335.25,,2935808.0,,
2001-03-01 00:00:00,221.74637,223.03519,68548.64,0.0,,0,-90.0,335.25,0001,,-51.403625,-50.114807
2001-03-01 06:00:00,,,,,,0,-90.0,335.25,,465059.75,,
2001-04-01 00:00:00,217.58566,217.91943,68275.83,0.0,,0,-90.0,335.25,0001,,-55.56433,-55.23056
2001-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2001-05-01 00:00:00,220.30064,220.44254,68756.1,0.0,,0,-90.0,335.25,0001,,-52.84935,-52.70746
2001-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2001-06-01 00:00:00,220.82812,220.99478,68645.81,0.0,,0,-90.0,335.25,0001,,-52.32187,-52.155212
2001-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2001-07-01 00:00:00,218.75749,218.31558,68647.414,0.0,,0,-90.0,335.25,0001,,-54.3925,-54.83441
2001-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2001-08-01 00:00:00,215.39397,215.09224,67699.88,0.0,,0,-90.0,335.25,0001,,-57.756027,-58.057755
2001-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2001-09-01 00:00:00,220.1726,219.82727,68429.22,0.0,,0,-90.0,335.25,0001,,-52.977386,-53.322723
2001-09-01 06:00:00,,,,,,0,-90.0,335.25,,65019.727,,
2001-10-01 00:00:00,223.6827,223.13867,67978.58,0.0,,0,-90.0,335.25,0001,,-49.4673,-50.011322
2001-10-01 06:00:00,,,,,,0,-90.0,335.25,,1973248.0,,
2001-11-01 00:00:00,240.25887,239.25943,68772.11,0.0,,0,-90.0,335.25,0001,,-32.89113,-33.890564
2001-11-01 06:00:00,,,,,,0,-90.0,335.25,,4616192.0,,
2001-12-01 00:00:00,247.18724,243.7614,68979.516,0.0,,0,-90.0,335.25,0001,,-25.962753,-29.388596
2001-12-01 06:00:00,,,,,,0,-90.0,335.25,,6370304.0,,
2002-01-01 00:00:00,247.42871,244.5487,69294.266,0.0,,0,-90.0,335.25,0001,,-25.721283,-28.601288
2002-01-01 06:00:00,,,,,,0,-90.0,335.25,,5439488.0,,
2002-02-01 00:00:00,234.25293,233.28683,68734.875,0.0,,0,-90.0,335.25,0001,,-38.897064,-39.86316
2002-02-01 06:00:00,,,,,,0,-90.0,335.25,,3158528.0,,
2002-03-01 00:00:00,227.22148,227.57927,69133.94,0.0,,0,-90.0,335.25,0001,,-45.928513,-45.570724
2002-03-01 06:00:00,,,,,,0,-90.0,335.25,,438956.0,,
2002-04-01 00:00:00,225.2877,225.95766,68592.305,0.0,,0,-90.0,335.25,0001,,-47.86229,-47.192337
2002-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2002-05-01 00:00:00,221.183,220.55681,69385.19,0.0,,0,-90.0,335.25,0001,,-51.966995,-52.593185
2002-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2002-06-01 00:00:00,218.02834,217.40892,68488.91,0.0,,0,-90.0,335.25,0001,,-55.12166,-55.741074
2002-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2002-07-01 00:00:00,222.73038,222.40672,68739.35,0.0,,0,-90.0,335.25,0001,,-50.419617,-50.74327
2002-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2002-08-01 00:00:00,221.99438,221.9195,67653.94,0.0,,0,-90.0,335.25,0001,,-51.15561,-51.2305
2002-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2002-09-01 00:00:00,219.76627,219.12875,68635.336,0.0,,0,-90.0,335.25,0001,,-53.383728,-54.02124
2002-09-01 06:00:00,,,,,,0,-90.0,335.25,,67398.44,,
2002-10-01 00:00:00,226.17729,224.96992,69211.25,0.0,,0,-90.0,335.25,0001,,-46.972702,-48.18007
2002-10-01 06:00:00,,,,,,0,-90.0,335.25,,1958400.0,,
2002-11-01 00:00:00,236.35556,236.2238,68538.69,0.0,,0,-90.0,335.25,0001,,-36.794434,-36.926193
2002-11-01 06:00:00,,,,,,0,-90.0,335.25,,4661248.0,,
2002-12-01 00:00:00,243.2187,241.00105,68739.91,0.0,,0,-90.0,335.25,0001,,-29.93129,-32.14894
2002-12-01 06:00:00,,,,,,0,-90.0,335.25,,6273024.0,,
2003-01-01 00:00:00,245.39615,242.39813,69954.31,0.0,,0,-90.0,335.25,0001,,-27.753845,-30.751862
2003-01-01 06:00:00,,,,,,0,-90.0,335.25,,5697024.0,,
2003-02-01 00:00:00,234.24008,232.41994,69505.32,0.0,,0,-90.0,335.25,0001,,-38.909912,-40.730057
2003-02-01 06:00:00,,,,,,0,-90.0,335.25,,3257344.0,,
2003-03-01 00:00:00,224.58206,224.01251,68608.92,0.0,,0,-90.0,335.25,0001,,-48.567932,-49.13748
2003-03-01 06:00:00,,,,,,0,-90.0,335.25,,457899.25,,
2003-04-01 00:00:00,221.49751,221.15372,68309.14,0.0,,0,-90.0,335.25,0001,,-51.65248,-51.996277
2003-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2003-05-01 00:00:00,219.33614,219.26884,68698.234,0.0,,0,-90.0,335.25,0001,,-53.813858,-53.88115
2003-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2003-06-01 00:00:00,214.85268,213.6278,68970.664,0.0,,0,-90.0,335.25,0001,,-58.297318,-59.522186
2003-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2003-07-01 00:00:00,215.74606,214.61763,68339.7,0.0,,0,-90.0,335.25,0001,,-57.40393,-58.532364
2003-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2003-08-01 00:00:00,221.89183,221.33241,67894.586,0.0,,0,-90.0,335.25,0001,,-51.258163,-51.81758
2003-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2003-09-01 00:00:00,218.37383,216.57083,68402.11,0.0,,0,-90.0,335.25,0001,,-54.77617,-56.579163
2003-09-01 06:00:00,,,,,,0,-90.0,335.25,,63445.52,,
2003-10-01 00:00:00,225.31766,224.70712,68357.19,0.0,,0,-90.0,335.25,0001,,-47.832336,-48.44287
2003-10-01 06:00:00,,,,,,0,-90.0,335.25,,1975808.0,,
2003-11-01 00:00:00,236.3178,234.96985,68625.89,0.0,,0,-90.0,335.25,0001,,-36.8322,-38.180145
2003-11-01 06:00:00,,,,,,0,-90.0,335.25,,4904960.0,,
2003-12-01 00:00:00,247.45552,244.59,70118.64,0.0,,0,-90.0,335.25,0001,,-25.694473,-28.559998
2003-12-01 06:00:00,,,,,,0,-90.0,335.25,,6282752.0,,
2004-01-01 00:00:00,245.5236,242.55862,69157.95,0.0,,0,-90.0,335.25,0001,,-27.626389,-30.59137
2004-01-01 06:00:00,,,,,,0,-90.0,335.25,,5664256.0,,
2004-02-01 00:00:00,236.61716,235.1071,69529.56,0.0,,0,-90.0,335.25,0001,,-36.532837,-38.042892
2004-02-01 06:00:00,,,,,,0,-90.0,335.25,,3126784.0,,
2004-03-01 00:00:00,222.82022,222.93904,68260.11,0.0,,0,-90.0,335.25,0001,,-50.329773,-50.210953
2004-03-01 06:00:00,,,,,,0,-90.0,335.25,,488606.88,,
2004-04-01 00:00:00,222.54826,223.03697,68684.61,0.0,,0,-90.0,335.25,0001,,-50.60173,-50.11302
2004-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2004-05-01 00:00:00,219.7358,220.10707,68442.945,0.0,,0,-90.0,335.25,0001,,-53.4142,-53.042923
2004-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2004-06-01 00:00:00,216.72351,216.72498,68035.02,0.0,,0,-90.0,335.25,0001,,-56.426483,-56.42502
2004-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2004-07-01 00:00:00,214.07372,213.2273,67056.305,0.0,,0,-90.0,335.25,0001,,-59.07628,-59.9227
2004-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2004-08-01 00:00:00,217.62018,216.19861,67850.54,0.0,,0,-90.0,335.25,0001,,-55.529816,-56.951385
2004-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2004-09-01 00:00:00,224.1509,222.75587,68415.2,0.0,,0,-90.0,335.25,0001,,-48.9991,-50.39412
2004-09-01 06:00:00,,,,,,0,-90.0,335.25,,69546.625,,
2004-10-01 00:00:00,226.44522,225.82323,68456.33,0.0,,0,-90.0,335.25,0001,,-46.704773,-47.326767
2004-10-01 06:00:00,,,,,,0,-90.0,335.25,,2073088.0,,
2004-11-01 00:00:00,235.54128,233.4733,68799.125,0.0,,0,-90.0,335.25,0001,,-37.60872,-39.676697
2004-11-01 06:00:00,,,,,,0,-90.0,335.25,,5012992.0,,
2004-12-01 00:00:00,247.18169,243.1833,69791.72,0.0,,0,-90.0,335.25,0001,,-25.968307,-29.96669
2004-12-01 06:00:00,,,,,,0,-90.0,335.25,,6518272.0,,
2005-01-01 00:00:00,246.81073,242.93431,69700.74,0.0,,0,-90.0,335.25,0001,,-26.339264,-30.215683
2005-01-01 06:00:00,,,,,,0,-90.0,335.25,,5645312.0,,
2005-02-01 00:00:00,235.0949,234.1743,68721.375,0.0,,0,-90.0,335.25,0001,,-38.0551,-38.975693
2005-02-01 06:00:00,,,,,,0,-90.0,335.25,,3035648.0,,
2005-03-01 00:00:00,225.38666,225.8488,68846.86,0.0,,0,-90.0,335.25,0001,,-47.763336,-47.301193
2005-03-01 06:00:00,,,,,,0,-90.0,335.25,,459624.5,,
2005-04-01 00:00:00,223.03511,223.21149,68392.21,0.0,,0,-90.0,335.25,0001,,-50.114883,-49.938507
2005-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2005-05-01 00:00:00,218.64322,219.83044,68570.266,0.0,,0,-90.0,335.25,0001,,-54.506775,-53.31955
2005-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2005-06-01 00:00:00,218.64603,218.08386,68939.125,0.0,,0,-90.0,335.25,0001,,-54.503967,-55.06613
2005-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2005-07-01 00:00:00,215.56412,214.97122,68131.69,0.0,,0,-90.0,335.25,0001,,-57.585876,-58.178772
2005-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2005-08-01 00:00:00,218.71227,218.74834,67810.59,0.0,,0,-90.0,335.25,0001,,-54.43773,-54.401657
2005-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2005-09-01 00:00:00,223.90324,223.66924,68274.92,0.0,,0,-90.0,335.25,0001,,-49.24675,-49.48076
2005-09-01 06:00:00,,,,,,0,-90.0,335.25,,71370.81,,
2005-10-01 00:00:00,227.85648,227.9259,68263.05,0.0,,0,-90.0,335.25,0001,,-45.293518,-45.22409
2005-10-01 06:00:00,,,,,,0,-90.0,335.25,,1954816.0,,
2005-11-01 00:00:00,235.87563,234.27988,68701.91,0.0,,0,-90.0,335.25,0001,,-37.27437,-38.870117
2005-11-01 06:00:00,,,,,,0,-90.0,335.25,,4955136.0,,
2005-12-01 00:00:00,248.25284,244.71751,70295.87,0.0,,0,-90.0,335.25,0001,,-24.897156,-28.43248
2005-12-01 06:00:00,,,,,,0,-90.0,335.25,,6382080.0,,
2006-01-01 00:00:00,246.18777,243.75526,69458.28,0.0,,0,-90.0,335.25,0001,,-26.96222,-29.39473
2006-01-01 06:00:00,,,,,,0,-90.0,335.25,,5313536.0,,
2006-02-01 00:00:00,232.37927,231.92465,69083.03,0.0,,0,-90.0,335.25,0001,,-40.77072,-41.22534
2006-02-01 06:00:00,,,,,,0,-90.0,335.25,,3133440.0,,
2006-03-01 00:00:00,223.01265,221.76749,68745.05,0.0,,0,-90.0,335.25,0001,,-50.137344,-51.382507
2006-03-01 06:00:00,,,,,,0,-90.0,335.25,,484880.7,,
2006-04-01 00:00:00,222.81987,221.71228,68764.64,0.0,,0,-90.0,335.25,0001,,-50.330124,-51.437714
2006-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2006-05-01 00:00:00,223.06837,222.1278,67804.39,0.0,,0,-90.0,335.25,0001,,-50.08162,-51.022186
2006-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2006-06-01 00:00:00,221.52501,219.78532,68441.03,0.0,,0,-90.0,335.25,0001,,-51.624985,-53.36467
2006-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2006-07-01 00:00:00,214.2275,212.6099,67713.586,0.0,,0,-90.0,335.25,0001,,-58.9225,-60.5401
2006-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2006-08-01 00:00:00,218.89926,216.96985,69232.59,0.0,,0,-90.0,335.25,0001,,-54.250732,-56.180145
2006-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2006-09-01 00:00:00,216.3483,214.78506,68462.05,0.0,,0,-90.0,335.25,0001,,-56.801697,-58.36493
2006-09-01 06:00:00,,,,,,0,-90.0,335.25,,79518.25,,
2006-10-01 00:00:00,221.30786,221.26147,67720.88,0.0,,0,-90.0,335.25,0001,,-51.842133,-51.88852
2006-10-01 06:00:00,,,,,,0,-90.0,335.25,,2032128.0,,
2006-11-01 00:00:00,237.26279,235.57083,68780.67,0.0,,0,-90.0,335.25,0001,,-35.887207,-37.579163
2006-11-01 06:00:00,,,,,,0,-90.0,335.25,,4903936.0,,
2006-12-01 00:00:00,244.48422,242.02498,68916.52,0.0,,0,-90.0,335.25,0001,,-28.665771,-31.125015
2006-12-01 06:00:00,,,,,,0,-90.0,335.25,,6214656.0,,
2007-01-01 00:00:00,246.28743,243.63333,69702.984,0.0,,0,-90.0,335.25,0001,,-26.862564,-29.516663
2007-01-01 06:00:00,,,,,,0,-90.0,335.25,,5557248.0,,
2007-02-01 00:00:00,233.43994,233.2438,68757.164,0.0,,0,-90.0,335.25,0001,,-39.710052,-39.90619
2007-02-01 06:00:00,,,,,,0,-90.0,335.25,,3005952.0,,
2007-03-01 00:00:00,221.24834,220.81805,68832.06,0.0,,0,-90.0,335.25,0001,,-51.901657,-52.33194
2007-03-01 06:00:00,,,,,,0,-90.0,335.25,,473988.56,,
2007-04-01 00:00:00,216.57402,215.3741,68719.06,0.0,,0,-90.0,335.25,0001,,-56.575974,-57.775894
2007-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2007-05-01 00:00:00,223.39798,221.91602,69120.875,0.0,,0,-90.0,335.25,0001,,-49.752014,-51.23398
2007-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2007-06-01 00:00:00,224.42628,224.58658,69062.92,0.0,,0,-90.0,335.25,0001,,-48.72371,-48.563416
2007-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2007-07-01 00:00:00,220.20001,219.68143,69517.92,0.0,,0,-90.0,335.25,0001,,-52.94998,-53.468567
2007-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2007-08-01 00:00:00,218.2859,216.43552,68178.125,0.0,,0,-90.0,335.25,0001,,-54.86409,-56.714478
2007-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2007-09-01 00:00:00,217.59465,216.15845,68438.5,0.0,,0,-90.0,335.25,0001,,-55.555344,-56.991547
2007-09-01 06:00:00,,,,,,0,-90.0,335.25,,73532.44,,
2007-10-01 00:00:00,225.84618,225.23396,68339.336,0.0,,0,-90.0,335.25,0001,,-47.303818,-47.91603
2007-10-01 06:00:00,,,,,,0,-90.0,335.25,,1893888.0,,
2007-11-01 00:00:00,236.4094,234.90158,68889.58,0.0,,0,-90.0,335.25,0001,,-36.7406,-38.248413
2007-11-01 06:00:00,,,,,,0,-90.0,335.25,,4897792.0,,
2007-12-01 00:00:00,245.11194,242.25027,68831.875,0.0,,0,-90.0,335.25,0001,,-28.038055,-30.89972
2007-12-01 06:00:00,,,,,,0,-90.0,335.25,,6238720.0,,
2008-01-01 00:00:00,242.79408,240.49399,69005.79,0.0,,0,-90.0,335.25,0001,,-30.355911,-32.656006
2008-01-01 06:00:00,,,,,,0,-90.0,335.25,,5607424.0,,
2008-02-01 00:00:00,233.77463,233.13219,68557.56,0.0,,0,-90.0,335.25,0001,,-39.375366,-40.017807
2008-02-01 06:00:00,,,,,,0,-90.0,335.25,,2992128.0,,
2008-03-01 00:00:00,223.84866,223.15207,68871.3,0.0,,0,-90.0,335.25,0001,,-49.30133,-49.997925
2008-03-01 06:00:00,,,,,,0,-90.0,335.25,,496030.94,,
2008-04-01 00:00:00,222.49661,221.54556,69016.0,0.0,,0,-90.0,335.25,0001,,-50.65338,-51.60443
2008-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2008-05-01 00:00:00,220.05113,220.40771,68685.97,0.0,,0,-90.0,335.25,0001,,-53.09886,-52.74228
2008-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2008-06-01 00:00:00,216.38124,215.06189,68412.89,0.0,,0,-90.0,335.25,0001,,-56.768753,-58.088104
2008-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2008-07-01 00:00:00,220.37453,219.74121,68189.44,0.0,,0,-90.0,335.25,0001,,-52.775467,-53.408783
2008-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2008-08-01 00:00:00,218.33578,218.09154,67682.47,0.0,,0,-90.0,335.25,0001,,-54.81421,-55.058456
2008-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2008-09-01 00:00:00,221.73537,221.44568,68358.766,0.0,,0,-90.0,335.25,0001,,-51.414627,-51.704315
2008-09-01 06:00:00,,,,,,0,-90.0,335.25,,77117.75,,
2008-10-01 00:00:00,224.99016,225.24303,68065.31,0.0,,0,-90.0,335.25,0001,,-48.159836,-47.906967
2008-10-01 06:00:00,,,,,,0,-90.0,335.25,,1925120.0,,
2008-11-01 00:00:00,236.43803,234.83884,68428.84,0.0,,0,-90.0,335.25,0001,,-36.71196,-38.311157
2008-11-01 06:00:00,,,,,,0,-90.0,335.25,,4888576.0,,
2008-12-01 00:00:00,246.6073,242.89946,68938.54,0.0,,0,-90.0,335.25,0001,,-26.542694,-30.250534
2008-12-01 06:00:00,,,,,,0,-90.0,335.25,,6278144.0,,
2009-01-01 00:00:00,247.19035,244.79651,68969.32,0.0,,0,-90.0,335.25,0001,,-25.95964,-28.353485
2009-01-01 06:00:00,,,,,,0,-90.0,335.25,,5338112.0,,
2009-02-01 00:00:00,233.43085,232.49718,68735.7,0.0,,0,-90.0,335.25,0001,,-39.719147,-40.652817
2009-02-01 06:00:00,,,,,,0,-90.0,335.25,,3141632.0,,
2009-03-01 00:00:00,225.32051,225.55983,68501.41,0.0,,0,-90.0,335.25,0001,,-47.829483,-47.590164
2009-03-01 06:00:00,,,,,,0,-90.0,335.25,,429277.5,,
2009-04-01 00:00:00,218.23065,217.66406,68819.47,0.0,,0,-90.0,335.25,0001,,-54.919342,-55.48593
2009-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2009-05-01 00:00:00,225.70547,225.07642,69014.15,0.0,,0,-90.0,335.25,0001,,-47.44452,-48.073578
2009-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2009-06-01 00:00:00,222.5817,222.185,69054.86,0.0,,0,-90.0,335.25,0001,,-50.5683,-50.964996
2009-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2009-07-01 00:00:00,219.58815,218.84413,68508.234,0.0,,0,-90.0,335.25,0001,,-53.561844,-54.305862
2009-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2009-08-01 00:00:00,216.90965,216.09888,68365.164,0.0,,0,-90.0,335.25,0001,,-56.24034,-57.051117
2009-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
2009-09-01 00:00:00,220.32489,220.53578,68405.21,0.0,,0,-90.0,335.25,0001,,-52.825104,-52.614212
2009-09-01 06:00:00,,,,,,0,-90.0,335.25,,66826.56,,
2009-10-01 00:00:00,225.14745,225.2903,68115.19,0.0,,0,-90.0,335.25,0001,,-48.00255,-47.859695
2009-10-01 06:00:00,,,,,,0,-90.0,335.25,,1949184.0,,
2009-11-01 00:00:00,238.37956,236.7521,69351.164,0.0,,0,-90.0,335.25,0001,,-34.77043,-36.39789
2009-11-01 06:00:00,,,,,,0,-90.0,335.25,,4864512.0,,
2009-12-01 00:00:00,245.51772,241.76843,68999.875,0.0,,0,-90.0,335.25,0001,,-27.632278,-31.381561
2009-12-01 06:00:00,,,,,,0,-90.0,335.25,,6409728.0,,
2010-01-01 00:00:00,247.71877,244.0914,69891.875,0.0,,0,-90.0,335.25,0001,,-25.431229,-29.058594
2010-01-01 06:00:00,,,,,,0,-90.0,335.25,,5526528.0,,
