time,t2m,skt,sp,cvh,siconc,number,latitude,longitude,expver,ssr,t2m_c,skt_c
1986-08-01 00:00:00,219.00458,218.34833,67817.97,0.0,,0,-90.0,335.25,0001,,-54.145416,-54.801666
1986-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1986-09-01 00:00:00,216.83772,214.82423,67045.61,0.0,,0,-90.0,335.25,0001,,-56.31227,-58.32576
1986-09-01 06:00:00,,,,,,0,-90.0,335.25,,52480.0,,
1986-10-01 00:00:00,222.95868,223.01926,67852.31,0.0,,0,-90.0,335.25,0001,,-50.191315,-50.130737
1986-10-01 06:00:00,,,,,,0,-90.0,335.25,,2052608.0,,
1986-11-01 00:00:00,236.75069,237.85677,68275.46,0.0,,0,-90.0,335.25,0001,,-36.399307,-35.29323
1986-11-01 06:00:00,,,,,,0,-90.0,335.25,,4325376.0,,
1986-12-01 00:00:00,245.089,244.17917,69092.04,0.0,,0,-90.0,335.25,0001,,-28.06099,-28.970825
1986-12-01 06:00:00,,,,,,0,-90.0,335.25,,6157824.0,,
1987-01-01 00:00:00,245.96306,243.80177,70181.51,0.0,,0,-90.0,335.25,0001,,-27.186935,-29.34822
1987-01-01 06:00:00,,,,,,0,-90.0,335.25,,5565440.0,,
1987-02-01 00:00:00,236.86386,237.93515,68992.26,0.0,,0,-90.0,335.25,0001,,-36.286133,-35.214844
1987-02-01 06:00:00,,,,,,0,-90.0,335.25,,2596352.0,,
1987-03-01 00:00:00,226.82303,226.13792,68790.23,0.0,,0,-90.0,335.25,0001,,-46.326965,-47.01207
1987-03-01 06:00:00,,,,,,0,-90.0,335.25,,474561.44,,
1987-04-01 00:00:00,222.3049,220.83705,68631.516,0.0,,0,-90.0,335.25,0001,,-50.845093,-52.312943
1987-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1987-05-01 00:00:00,220.82127,219.97775,68637.17,0.0,,0,-90.0,335.25,0001,,-52.32872,-53.17224
1987-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1987-06-01 00:00:00,222.77274,221.26775,68853.16,0.0,,0,-90.0,335.25,0001,,-50.37726,-51.882248
1987-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1987-07-01 00:00:00,219.93303,217.91194,68762.14,0.0,,0,-90.0,335.25,0001,,-53.216965,-55.238052
1987-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1987-08-01 00:00:00,213.21198,211.28772,67275.12,0.0,,0,-90.0,335.25,0001,,-59.93802,-61.862274
1987-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1987-09-01 00:00:00,219.46468,216.76,68637.83,0.0,,0,-90.0,335.25,0001,,-53.685318,-56.39
1987-09-01 06:00:00,,,,,,0,-90.0,335.25,,61199.605,,
1987-10-01 00:00:00,224.18968,223.68474,68146.1,0.0,,0,-90.0,335.25,0001,,-48.96031,-49.465256
1987-10-01 06:00:00,,,,,,0,-90.0,335.25,,1944576.0,,
1987-11-01 00:00:00,232.75136,232.03009,68414.85,0.0,,0,-90.0,335.25,0001,,-40.398636,-41.119904
1987-11-01 06:00:00,,,,,,0,-90.0,335.25,,5038592.0,,
1987-12-01 00:00:00,243.0956,241.37154,69216.266,0.0,,0,-90.0,335.25,0001,,-30.054398,-31.778458
1987-12-01 06:00:00,,,,,,0,-90.0,335.25,,6427648.0,,
1988-01-01 00:00:00,245.00223,244.05519,69579.984,0.0,,0,-90.0,335.25,0001,,-28.147766,-29.094803
1988-01-01 06:00:00,,,,,,0,-90.0,335.25,,5391360.0,,
1988-02-01 00:00:00,233.60167,233.85812,68681.03,0.0,,0,-90.0,335.25,0001,,-39.548325,-39.29187
1988-02-01 06:00:00,,,,,,0,-90.0,335.25,,2963456.0,,
1988-03-01 00:00:00,229.69586,228.71562,68831.2,0.0,,0,-90.0,335.25,0001,,-43.454132,-44.434372
1988-03-01 06:00:00,,,,,,0,-90.0,335.25,,393996.7,,
1988-04-01 00:00:00,223.22792,221.52129,68651.19,0.0,,0,-90.0,335.25,0001,,-49.922073,-51.628708
1988-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1988-05-01 00:00:00,220.04684,218.06482,68871.836,0.0,,0,-90.0,335.25,0001,,-53.10315,-55.085175
1988-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1988-06-01 00:00:00,222.99583,221.28372,69377.3,0.0,,0,-90.0,335.25,0001,,-50.15416,-51.866272
1988-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1988-07-01 00:00:00,217.43625,216.2866,67839.56,0.0,,0,-90.0,335.25,0001,,-55.713745,-56.863388
1988-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1988-08-01 00:00:00,220.40045,219.44858,68523.05,0.0,,0,-90.0,335.25,0001,,-52.749542,-53.701416
1988-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1988-09-01 00:00:00,220.9628,219.93741,68843.22,0.0,,0,-90.0,335.25,0001,,-52.187195,-53.212585
1988-09-01 06:00:00,,,,,,0,-90.0,335.25,,64977.414,,
1988-10-01 00:00:00,226.56693,225.79512,69455.9,0.0,,0,-90.0,335.25,0001,,-46.58307,-47.354874
1988-10-01 06:00:00,,,,,,0,-90.0,335.25,,2068480.0,,
1988-11-01 00:00:00,235.50568,235.15486,68566.2,0.0,,0,-90.0,335.25,0001,,-37.644318,-37.995132
1988-11-01 06:00:00,,,,,,0,-90.0,335.25,,4814336.0,,
1988-12-01 00:00:00,243.95177,243.2283,68956.805,0.0,,0,-90.0,335.25,0001,,-29.198227,-29.921692
1988-12-01 06:00:00,,,,,,0,-90.0,335.25,,6187008.0,,
1989-01-01 00:00:00,242.77063,242.4863,69395.81,0.0,,0,-90.0,335.25,0001,,-30.379364,-30.663696
1989-01-01 06:00:00,,,,,,0,-90.0,335.25,,5374464.0,,
1989-02-01 00:00:00,235.12271,235.21294,68829.58,0.0,,0,-90.0,335.25,0001,,-38.027283,-37.937057
1989-02-01 06:00:00,,,,,,0,-90.0,335.25,,2961920.0,,
1989-03-01 00:00:00,225.58356,224.3339,68947.9,0.0,,0,-90.0,335.25,0001,,-47.566437,-48.8161
1989-03-01 06:00:00,,,,,,0,-90.0,335.25,,451531.62,,
1989-04-01 00:00:00,220.02342,218.22023,68709.22,0.0,,0,-90.0,335.25,0001,,-53.12657,-54.929764
1989-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1989-05-01 00:00:00,218.72708,217.09009,67531.45,0.0,,0,-90.0,335.25,0001,,-54.422913,-56.059906
1989-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1989-06-01 00:00:00,218.17879,216.82492,67887.95,0.0,,0,-90.0,335.25,0001,,-54.971207,-56.325073
1989-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1989-07-01 00:00:00,219.56737,218.19029,68065.52,0.0,,0,-90.0,335.25,0001,,-53.582626,-54.9597
1989-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1989-08-01 00:00:00,220.38324,219.64272,68675.7,0.0,,0,-90.0,335.25,0001,,-52.766754,-53.50728
1989-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1989-09-01 00:00:00,221.94106,220.57811,68345.53,0.0,,0,-90.0,335.25,0001,,-51.20894,-52.571884
1989-09-01 06:00:00,,,,,,0,-90.0,335.25,,58297.83,,
1989-10-01 00:00:00,224.23535,223.69072,68102.74,0.0,,0,-90.0,335.25,0001,,-48.914642,-49.459274
1989-10-01 06:00:00,,,,,,0,-90.0,335.25,,1910784.0,,
1989-11-01 00:00:00,236.85419,237.0719,68933.58,0.0,,0,-90.0,335.25,0001,,-36.295807,-36.078094
1989-11-01 06:00:00,,,,,,0,-90.0,335.25,,4644864.0,,
1989-12-01 00:00:00,245.95956,244.02513,69624.15,0.0,,0,-90.0,335.25,0001,,-27.19043,-29.124863
1989-12-01 06:00:00,,,,,,0,-90.0,335.25,,6477312.0,,
1990-01-01 00:00:00,245.7696,245.3349,69469.19,0.0,,0,-90.0,335.25,0001,,-27.380386,-27.815094
1990-01-01 06:00:00,,,,,,0,-90.0,335.25,,5215232.0,,
1990-02-01 00:00:00,234.30223,234.19363,68787.74,0.0,,0,-90.0,335.25,0001,,-38.847763,-38.95636
1990-02-01 06:00:00,,,,,,0,-90.0,335.25,,2994176.0,,
1990-03-01 00:00:00,224.7902,223.37253,68759.75,0.0,,0,-90.0,335.25,0001,,-48.359787,-49.777466
1990-03-01 06:00:00,,,,,,0,-90.0,335.25,,456030.75,,
1990-04-01 00:00:00,220.9397,218.65527,69206.52,0.0,,0,-90.0,335.25,0001,,-52.210297,-54.49472
1990-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1990-05-01 00:00:00,218.99728,217.39345,69154.734,0.0,,0,-90.0,335.25,0001,,-54.15271,-55.756546
1990-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1990-06-01 00:00:00,222.67064,221.78215,68802.19,0.0,,0,-90.0,335.25,0001,,-50.479355,-51.367844
1990-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1990-07-01 00:00:00,221.11539,219.61081,68837.09,0.0,,0,-90.0,335.25,0001,,-52.034607,-53.539185
1990-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1990-08-01 00:00:00,218.04848,216.55414,68135.13,0.0,,0,-90.0,335.25,0001,,-55.101517,-56.595856
1990-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1990-09-01 00:00:00,219.96027,218.4504,67377.945,0.0,,0,-90.0,335.25,0001,,-53.189728,-54.6996
1990-09-01 06:00:00,,,,,,0,-90.0,335.25,,61596.277,,
1990-10-01 00:00:00,228.14995,227.10191,68518.03,0.0,,0,-90.0,335.25,0001,,-45.000046,-46.04808
1990-10-01 06:00:00,,,,,,0,-90.0,335.25,,1986048.0,,
1990-11-01 00:00:00,239.22783,238.2829,69174.59,0.0,,0,-90.0,335.25,0001,,-33.922165,-34.867096
1990-11-01 06:00:00,,,,,,0,-90.0,335.25,,4606976.0,,
1990-12-01 00:00:00,247.00874,245.72842,69539.09,0.0,,0,-90.0,335.25,0001,,-26.14125,-27.42157
1990-12-01 06:00:00,,,,,,0,-90.0,335.25,,6124032.0,,
1991-01-01 00:00:00,244.19664,242.79407,69011.33,0.0,,0,-90.0,335.25,0001,,-28.953354,-30.355927
1991-01-01 06:00:00,,,,,,0,-90.0,335.25,,5605888.0,,
1991-02-01 00:00:00,237.3738,236.93025,69598.25,0.0,,0,-90.0,335.25,0001,,-35.7762,-36.21974
1991-02-01 06:00:00,,,,,,0,-90.0,335.25,,3045888.0,,
1991-03-01 00:00:00,225.35486,224.46278,68260.19,0.0,,0,-90.0,335.25,0001,,-47.795135,-48.68721
1991-03-01 06:00:00,,,,,,0,-90.0,335.25,,418749.8,,
1991-04-01 00:00:00,221.45154,219.87085,68724.28,0.0,,0,-90.0,335.25,0001,,-51.698456,-53.279144
1991-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1991-05-01 00:00:00,221.40442,219.07841,68411.81,0.0,,0,-90.0,335.25,0001,,-51.745575,-54.07158
1991-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1991-06-01 00:00:00,220.22807,218.21771,68931.13,0.0,,0,-90.0,335.25,0001,,-52.92192,-54.93228
1991-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1991-07-01 00:00:00,222.43257,220.70215,68706.875,0.0,,0,-90.0,335.25,0001,,-50.717422,-52.447845
1991-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1991-08-01 00:00:00,220.32286,217.84578,68001.61,0.0,,0,-90.0,335.25,0001,,-52.827133,-55.304214
1991-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1991-09-01 00:00:00,224.3897,222.85196,68736.75,0.0,,0,-90.0,335.25,0001,,-48.7603,-50.298035
1991-09-01 06:00:00,,,,,,0,-90.0,335.25,,50434.887,,
1991-10-01 00:00:00,226.52348,226.16937,68122.5,0.0,,0,-90.0,335.25,0001,,-46.62651,-46.98062
1991-10-01 06:00:00,,,,,,0,-90.0,335.25,,1845760.0,,
1991-11-01 00:00:00,236.09547,236.33165,68868.7,0.0,,0,-90.0,335.25,0001,,-37.05452,-36.818344
1991-11-01 06:00:00,,,,,,0,-90.0,335.25,,4633088.0,,
1991-12-01 00:00:00,245.70018,243.84796,70233.44,0.0,,0,-90.0,335.25,0001,,-27.449814,-29.302032
1991-12-01 06:00:00,,,,,,0,-90.0,335.25,,6319104.0,,
1992-01-01 00:00:00,243.74757,242.36467,69304.04,0.0,,0,-90.0,335.25,0001,,-29.40242,-30.785324
1992-01-01 06:00:00,,,,,,0,-90.0,335.25,,5389824.0,,
1992-02-01 00:00:00,232.81134,232.141,69344.16,0.0,,0,-90.0,335.25,0001,,-40.338654,-41.008987
1992-02-01 06:00:00,,,,,,0,-90.0,335.25,,3094528.0,,
1992-03-01 00:00:00,223.13295,220.73897,68686.2,0.0,,0,-90.0,335.25,0001,,-50.017044,-52.411026
1992-03-01 06:00:00,,,,,,0,-90.0,335.25,,460413.06,,
1992-04-01 00:00:00,225.88658,224.05107,68518.21,0.0,,0,-90.0,335.25,0001,,-47.263412,-49.098923
1992-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1992-05-01 00:00:00,221.05904,219.02478,69080.85,0.0,,0,-90.0,335.25,0001,,-52.090958,-54.125214
1992-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1992-06-01 00:00:00,222.42722,221.04193,69144.91,0.0,,0,-90.0,335.25,0001,,-50.72278,-52.108063
1992-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1992-07-01 00:00:00,217.8145,215.97768,68284.47,0.0,,0,-90.0,335.25,0001,,-55.335495,-57.172318
1992-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1992-08-01 00:00:00,217.68999,216.38148,67812.25,0.0,,0,-90.0,335.25,0001,,-55.460007,-56.76851
1992-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1992-09-01 00:00:00,220.61728,219.36765,67677.59,0.0,,0,-90.0,335.25,0001,,-52.532715,-53.78235
1992-09-01 06:00:00,,,,,,0,-90.0,335.25,,64726.902,,
1992-10-01 00:00:00,230.21779,229.63603,68540.41,0.0,,0,-90.0,335.25,0001,,-42.932205,-43.51396
1992-10-01 06:00:00,,,,,,0,-90.0,335.25,,1882112.0,,
1992-11-01 00:00:00,236.2248,236.03304,68387.45,0.0,,0,-90.0,335.25,0001,,-36.9252,-37.11696
1992-11-01 06:00:00,,,,,,0,-90.0,335.25,,4754944.0,,
1992-12-01 00:00:00,243.09181,242.54022,69058.55,0.0,,0,-90.0,335.25,0001,,-30.058182,-30.609772
1992-12-01 06:00:00,,,,,,0,-90.0,335.25,,6055936.0,,
1993-01-01 00:00:00,245.44385,245.59633,69884.33,0.0,,0,-90.0,335.25,0001,,-27.706146,-27.553665
1993-01-01 06:00:00,,,,,,0,-90.0,335.25,,5052928.0,,
1993-02-01 00:00:00,235.1862,235.79971,68636.58,0.0,,0,-90.0,335.25,0001,,-37.96379,-37.35028
1993-02-01 06:00:00,,,,,,0,-90.0,335.25,,2689024.0,,
1993-03-01 00:00:00,226.68866,226.2339,68674.42,0.0,,0,-90.0,335.25,0001,,-46.461334,-46.916092
1993-03-01 06:00:00,,,,,,0,-90.0,335.25,,434054.2,,
1993-04-01 00:00:00,222.39584,221.75931,68440.055,0.0,,0,-90.0,335.25,0001,,-50.75415,-51.390686
1993-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1993-05-01 00:00:00,223.55904,222.52359,68100.09,0.0,,0,-90.0,335.25,0001,,-49.590958,-50.626404
1993-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1993-06-01 00:00:00,218.82997,217.7151,68072.71,0.0,,0,-90.0,335.25,0001,,-54.320023,-55.43489
1993-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1993-07-01 00:00:00,220.43242,219.92007,67777.016,0.0,,0,-90.0,335.25,0001,,-52.717575,-53.22992
1993-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1993-08-01 00:00:00,214.88028,213.64041,67450.914,0.0,,0,-90.0,335.25,0001,,-58.269714,-59.509583
1993-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1993-09-01 00:00:00,218.30281,217.69072,67886.234,0.0,,0,-90.0,335.25,0001,,-54.847183,-55.459274
1993-09-01 06:00:00,,,,,,0,-90.0,335.25,,64541.22,,
1993-10-01 00:00:00,226.22484,226.32367,67890.43,0.0,,0,-90.0,335.25,0001,,-46.925156,-46.826324
1993-10-01 06:00:00,,,,,,0,-90.0,335.25,,1905152.0,,
1993-11-01 00:00:00,236.4329,236.13991,68917.14,0.0,,0,-90.0,335.25,0001,,-36.717087,-37.010086
1993-11-01 06:00:00,,,,,,0,-90.0,335.25,,4717056.0,,
1993-12-01 00:00:00,244.55191,243.43307,68740.43,0.0,,0,-90.0,335.25,0001,,-28.598083,-29.716919
1993-12-01 06:00:00,,,,,,0,-90.0,335.25,,6071296.0,,
1994-01-01 00:00:00,244.13658,241.82228,69410.59,0.0,,0,-90.0,335.25,0001,,-29.013412,-31.327713
1994-01-01 06:00:00,,,,,,0,-90.0,335.25,,5562880.0,,
1994-02-01 00:00:00,232.3601,232.29933,68637.66,0.0,,0,-90.0,335.25,0001,,-40.789886,-40.850662
1994-02-01 06:00:00,,,,,,0,-90.0,335.25,,3102720.0,,
1994-03-01 00:00:00,224.19011,224.00856,68139.37,0.0,,0,-90.0,335.25,0001,,-48.959885,-49.141434
1994-03-01 06:00:00,,,,,,0,-90.0,335.25,,430963.44,,
1994-04-01 00:00:00,219.49158,218.49414,68818.414,0.0,,0,-90.0,335.25,0001,,-53.658417,-54.655853
1994-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1994-05-01 00:00:00,220.64809,219.86783,68082.41,0.0,,0,-90.0,335.25,0001,,-52.501907,-53.282166
1994-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1994-06-01 00:00:00,222.89365,221.0925,69712.64,0.0,,0,-90.0,335.25,0001,,-50.256348,-52.057495
1994-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1994-07-01 00:00:00,216.85947,215.28938,68224.08,0.0,,0,-90.0,335.25,0001,,-56.290527,-57.86061
1994-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1994-08-01 00:00:00,218.05806,217.20282,67725.75,0.0,,0,-90.0,335.25,0001,,-55.091934,-55.947174
1994-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1994-09-01 00:00:00,219.75037,218.5327,68248.47,0.0,,0,-90.0,335.25,0001,,-53.399628,-54.617294
1994-09-01 06:00:00,,,,,,0,-90.0,335.25,,52220.016,,
1994-10-01 00:00:00,225.3579,225.27943,68353.984,0.0,,0,-90.0,335.25,0001,,-47.7921,-47.87056
1994-10-01 06:00:00,,,,,,0,-90.0,335.25,,1941504.0,,
1994-11-01 00:00:00,237.56917,238.0727,69108.94,0.0,,0,-90.0,335.25,0001,,-35.580826,-35.0773
1994-11-01 06:00:00,,,,,,0,-90.0,335.25,,4282368.0,,
1994-12-01 00:00:00,243.48068,241.07983,68672.375,0.0,,0,-90.0,335.25,0001,,-29.669312,-32.07016
1994-12-01 06:00:00,,,,,,0,-90.0,335.25,,6490624.0,,
1995-01-01 00:00:00,241.37976,239.41348,68726.89,0.0,,0,-90.0,335.25,0001,,-31.770233,-33.73651
1995-01-01 06:00:00,,,,,,0,-90.0,335.25,,5635584.0,,
1995-02-01 00:00:00,235.8065,235.59328,68790.45,0.0,,0,-90.0,335.25,0001,,-37.34349,-37.556717
1995-02-01 06:00:00,,,,,,0,-90.0,335.25,,2890752.0,,
1995-03-01 00:00:00,226.32724,225.58994,68802.24,0.0,,0,-90.0,335.25,0001,,-46.822754,-47.56006
1995-03-01 06:00:00,,,,,,0,-90.0,335.25,,503905.0,,
1995-04-01 00:00:00,220.20555,219.55695,68266.22,0.0,,0,-90.0,335.25,0001,,-52.944443,-53.59305
1995-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1995-05-01 00:00:00,220.91228,219.88287,67854.72,0.0,,0,-90.0,335.25,0001,,-52.237717,-53.26712
1995-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1995-06-01 00:00:00,219.20259,218.42168,68774.72,0.0,,0,-90.0,335.25,0001,,-53.947403,-54.728317
1995-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1995-07-01 00:00:00,221.92114,220.1409,69316.55,0.0,,0,-90.0,335.25,0001,,-51.22885,-53.009094
1995-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1995-08-01 00:00:00,216.99245,216.22234,68327.63,0.0,,0,-90.0,335.25,0001,,-56.157547,-56.927658
1995-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1995-09-01 00:00:00,213.0945,211.37212,67750.56,0.0,,0,-90.0,335.25,0001,,-60.055496,-61.777878
1995-09-01 06:00:00,,,,,,0,-90.0,335.25,,60836.26,,
1995-10-01 00:00:00,226.8643,226.441,68565.59,0.0,,0,-90.0,335.25,0001,,-46.28569,-46.709
1995-10-01 06:00:00,,,,,,0,-90.0,335.25,,1803776.0,,
1995-11-01 00:00:00,236.53812,235.27971,68992.83,0.0,,0,-90.0,335.25,0001,,-36.611877,-37.870285
1995-11-01 06:00:00,,,,,,0,-90.0,335.25,,4927488.0,,
1995-12-01 00:00:00,245.22247,243.48798,68948.57,0.0,,0,-90.0,335.25,0001,,-27.92752,-29.662018
1995-12-01 06:00:00,,,,,,0,-90.0,335.25,,6145536.0,,
1996-01-01 00:00:00,243.9657,242.09012,69431.375,0.0,,0,-90.0,335.25,0001,,-29.184296,-31.059875
1996-01-01 06:00:00,,,,,,0,-90.0,335.25,,5489664.0,,
1996-02-01 00:00:00,237.90804,237.42934,69461.125,0.0,,0,-90.0,335.25,0001,,-35.24196,-35.720657
1996-02-01 06:00:00,,,,,,0,-90.0,335.25,,2797568.0,,
1996-03-01 00:00:00,224.53004,224.12871,68459.234,0.0,,0,-90.0,335.25,0001,,-48.61995,-49.021286
1996-03-01 06:00:00,,,,,,0,-90.0,335.25,,434300.94,,
1996-04-01 00:00:00,223.10526,222.55698,68724.72,0.0,,0,-90.0,335.25,0001,,-50.04474,-50.593018
1996-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1996-05-01 00:00:00,216.62769,215.63002,68385.14,0.0,,0,-90.0,335.25,0001,,-56.52231,-57.519974
1996-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1996-06-01 00:00:00,218.36478,218.50568,68433.0,0.0,,0,-90.0,335.25,0001,,-54.785217,-54.644318
1996-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1996-07-01 00:00:00,221.80379,221.09319,68184.33,0.0,,0,-90.0,335.25,0001,,-51.346207,-52.05681
1996-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1996-08-01 00:00:00,223.52875,222.95703,69297.78,0.0,,0,-90.0,335.25,0001,,-49.621246,-50.192963
1996-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1996-09-01 00:00:00,218.24419,217.86697,68789.55,0.0,,0,-90.0,335.25,0001,,-54.905807,-55.28302
1996-09-01 06:00:00,,,,,,0,-90.0,335.25,,70843.94,,
1996-10-01 00:00:00,223.74818,224.48721,67857.18,0.0,,0,-90.0,335.25,0001,,-49.40181,-48.66278
1996-10-01 06:00:00,,,,,,0,-90.0,335.25,,1816064.0,,
1996-11-01 00:00:00,238.76343,237.83241,69294.266,0.0,,0,-90.0,335.25,0001,,-34.386566,-35.31758
1996-11-01 06:00:00,,,,,,0,-90.0,335.25,,4783616.0,,
1996-12-01 00:00:00,246.88902,243.95187,69541.7,0.0,,0,-90.0,335.25,0001,,-26.260971,-29.19812
1996-12-01 06:00:00,,,,,,0,-90.0,335.25,,6395392.0,,
1997-01-01 00:00:00,244.70734,242.22928,69369.84,0.0,,0,-90.0,335.25,0001,,-28.442657,-30.920715
1997-01-01 06:00:00,,,,,,0,-90.0,335.25,,5510656.0,,
1997-02-01 00:00:00,232.89388,232.316,68833.53,0.0,,0,-90.0,335.25,0001,,-40.25612,-40.834
1997-02-01 06:00:00,,,,,,0,-90.0,335.25,,3104768.0,,
1997-03-01 00:00:00,223.95787,223.54987,68037.766,0.0,,0,-90.0,335.25,0001,,-49.192123,-49.60013
1997-03-01 06:00:00,,,,,,0,-90.0,335.25,,496832.8,,
1997-04-01 00:00:00,221.17313,220.82944,68506.125,0.0,,0,-90.0,335.25,0001,,-51.976868,-52.320557
1997-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1997-05-01 00:00:00,219.78552,219.85196,67964.99,0.0,,0,-90.0,335.25,0001,,-53.36447,-53.298035
1997-05-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1997-06-01 00:00:00,220.83168,220.12105,68521.445,0.0,,0,-90.0,335.25,0001,,-52.318314,-53.028946
1997-06-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1997-07-01 00:00:00,212.22429,211.69832,67560.73,0.0,,0,-90.0,335.25,0001,,-60.925705,-61.451675
1997-07-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1997-08-01 00:00:00,218.17148,217.56735,67950.67,0.0,,0,-90.0,335.25,0001,,-54.978516,-55.58264
1997-08-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
1997-09-01 00:00:00,217.66702,216.12517,68198.8,0.0,,0,-90.0,335.25,0001,,-55.48297,-57.024826
1997-09-01 06:00:00,,,,,,0,-90.0,335.25,,73560.81,,
1997-10-01 00:00:00,221.6425,221.01561,68259.125,0.0,,0,-90.0,335.25,0001,,-51.507492,-52.134384
1997-10-01 06:00:00,,,,,,0,-90.0,335.25,,2175488.0,,
1997-11-01 00:00:00,239.4342,237.44742,69764.5,0.0,,0,-90.0,335.25,0001,,-33.71579,-35.702576
1997-11-01 06:00:00,,,,,,0,-90.0,335.25,,4913152.0,,
1997-12-01 00:00:00,245.3174,241.96588,69269.516,0.0,,0,-90.0,335.25,0001,,-27.832596,-31.184113
1997-12-01 06:00:00,,,,,,0,-90.0,335.25,,6436352.0,,
1998-01-01 00:00:00,246.2634,244.76854,69155.59,0.0,,0,-90.0,335.25,0001,,-26.886597,-28.381454
1998-01-01 06:00:00,,,,,,0,-90.0,335.25,,5138432.0,,
1998-02-01 00:00:00,236.37602,235.39557,68963.04,0.0,,0,-90.0,335.25,0001,,-36.77397,-37.754425
1998-02-01 06:00:00,,,,,,0,-90.0,335.25,,2949632.0,,
1998-03-01 00:00:00,226.08997,226.65997,68490.16,0.0,,0,-90.0,335.25,0001,,-47.060028,-46.49002
1998-03-01 06:00:00,,,,,,0,-90.0,335.25,,406995.44,,
1998-04-01 00:00:00,216.69307,216.34837,67547.01,0.0,,0,-90.0,335.25,0001,,-56.456924,-56.80162
1998-04-01 06:00:00,,,,,,0,-90.0,335.25,,8.639997e-11,,
