Year,Month,Ant_total_CO2eq_model,sp,ssr,t2m_c,skt_c,CO2_eq
2007,7,172.7610017,69517.92,8.64E-11,-52.94998,-53.468567,520.297236
2007,8,151.2712125,68178.125,8.64E-11,-54.86409,-56.714478,520.93791
2007,9,134.319988,68438.5,73532.44,-55.555344,-56.991547,521.443276
2007,10,127.6355773,68339.336,1893888,-47.303818,-47.91603,521.642558
2007,11,128.9303838,68889.58,4897792,-36.7406,-38.248413,521.603956
2007,12,135.9544456,68831.875,6238720,-28.038055,-30.89972,521.394548
2008,1,148.5264992,69005.79,5607424,-30.355911,-32.656006,521.019738
2008,2,154.9832236,68557.56,2992128,-39.375366,-40.017807,520.827244
2008,3,150.9658419,68871.3,496030.94,-49.30133,-49.997925,520.947014
2008,4,142.8308534,69016,8.64E-11,-50.65338,-51.60443,521.189542
2008,5,134.3676184,68685.97,8.64E-11,-53.09886,-52.74228,521.441856
2008,6,118.2020927,68412.89,8.64E-11,-56.768753,-58.088104,521.923798
2008,7,91.53730406,68189.44,8.64E-11,-52.775467,-53.408783,522.718754
2008,8,69.13214088,67682.47,8.64E-11,-54.81421,-55.058456,523.386718
2008,9,58.54177647,68358.766,77117.75,-51.414627,-51.704315,523.702448
2008,10,54.06627163,68065.31,1925120,-48.159836,-47.906967,523.835876
2008,11,56.50662057,68428.84,4888576,-36.71196,-38.311157,523.763122
2008,12,64.25479723,68938.54,6278144,-26.542694,-30.250534,523.532126
2009,1,76.85200769,68969.32,5338112,-25.95964,-28.353485,523.156566
2009,2,94.36003718,68735.7,3141632,-39.719147,-40.652817,522.6346
2009,3,97.94223892,68501.41,429277.5,-47.829483,-47.590164,522.527804
2009,4,87.51294546,68819.47,8.64E-11,-54.919342,-55.48593,522.838732
2009,5,74.1026655,69014.15,8.64E-11,-47.44452,-48.073578,523.238532
2009,6,56.19118718,69054.86,8.64E-11,-50.5683,-50.964996,523.772526
2009,7,34.88407033,68508.234,8.64E-11,-53.561844,-54.305862,524.407754
2009,8,15.28218563,68365.164,8.64E-11,-56.24034,-57.051117,524.992144
2009,9,0.089727093,68405.21,66826.56,-52.825104,-52.614212,525.445076
2009,10,-9.419965981,68115.19,1949184,-48.00255,-47.859695,525.728588
2009,11,-5.343683635,69351.164,4864512,-34.77043,-36.39789,525.607062
2009,12,5.213540812,68999.875,6409728,-27.632278,-31.381561,525.29232
2010,1,15.37127443,69891.875,5526528,-25.431229,-29.058594,524.989488
2010,2,26.66207272,69384.875,2983936,-36.360947,-37.513824,524.652876
2010,3,30.16779763,68920.14,441197.2,-46.209244,-45.522446,524.54836
2010,4,23.65693565,68491.56,8.64E-11,-58.324493,-58.104218,524.742468
2010,5,8.419060608,68571.03,8.64E-11,-49.1008,-49.16205,525.196754
2010,6,-18.51614747,68061.63,8.64E-11,-55.21469,-55.15956,525.999772
2010,7,-49.72728268,67299.06,8.64E-11,-55.541718,-55.370407,526.930268
2010,8,-81.99755497,67869.72,8.64E-11,-54.157074,-54.02513,527.89234
2010,9,-97.85703908,68023.625,68787.94,-57.252228,-57.36908,528.365158
2010,10,-99.9272804,68208,1822208,-45.97238,-45.88826,528.426878
2010,11,-97.47297779,68391.2,4820992,-36.071777,-37.77536,528.353708
2010,12,-87.66643384,69691.16,6170112,-26.151031,-29.332413,528.061346
2011,1,-73.23223641,69506.53,5558784,-25.809067,-29.341904,527.63102
2011,2,-59.19417557,69103.58,3067904,-35.494354,-37.007675,527.212504
2011,3,-53.49899939,68821.875,491073.8,-51.637146,-51.57289,527.042714
2011,4,-61.26602692,68786.06,8.64E-11,-53.786453,-53.42369,527.274272
2011,5,-75.23975331,68243.22,8.64E-11,-58.008804,-57.86322,527.69087
2011,6,-93.79182575,68832.336,8.64E-11,-56.940918,-57.21254,528.243962
2011,7,-117.5655888,69052.3,8.64E-11,-54.421677,-53.989563,528.952728
2011,8,-141.2970884,69165.39,8.64E-11,-53.180542,-54.012527,529.660234
2011,9,-157.1597255,68364.19,53271.46,-55.563446,-55.89781,530.133146
2011,10,-164.4035576,68575.516,1890816,-45.844833,-46.38565,530.349106
2011,11,-164.7149659,69482.34,5022720,-33.198364,-35.65335,530.35839
2011,12,-158.8007574,68672.22,6152704,-26.996933,-29.9906,530.18207
2012,1,-138.5959132,68547.25,5666816,-28.532532,-32.17502,529.579704
2012,2,-118.9033968,69004.44,3061760,-38.545227,-39.412003,528.992612
2012,3,-120.6138615,68705.41,383103.5,-47.81259,-46.918045,529.043606
2012,4,-134.8951724,68351.52,8.64E-11,-56.13568,-55.76436,529.469374
2012,5,-152.0561715,68482.83,8.64E-11,-55.2173,-54.824905,529.980994
2012,6,-172.5698747,68692.64,8.64E-11,-53.02339,-53.331146,530.592568
2012,7,-205.1459201,68070.12,8.64E-11,-56.44258,-56.20439,531.563756
2012,8,-236.7385674,68086.41,8.64E-11,-59.139435,-59.32573,532.505626
2012,9,-251.2999579,68185.39,68473.56,-57.069565,-56.68483,532.939744
2012,10,-254.0230028,68204.77,2035712,-48.233765,-48.383484,533.020926
2012,11,-251.2641345,69248.016,4972032,-34.438812,-36.30394,532.938676
2012,12,-242.2520105,69455.08,6237696,-25.437607,-28.72496,532.669998
2013,1,-233.4002194,69321.92,5533696,-26.976654,-30.098175,532.4061
2013,2,-226.9343044,68433.914,3081216,-41.33632,-41.883987,532.213332
2013,3,-226.6314829,68309.91,425472.2,-48.043304,-48.168472,532.204304
2013,4,-243.5175679,68281.445,8.64E-11,-51.92906,-51.21788,532.707728
2013,5,-268.6600651,68233.99,8.64E-11,-58.95822,-59.195374,533.4573
2013,6,-292.3789527,69085.28,8.64E-11,-47.905365,-48.14543,534.16443
2013,7,-319.9059841,68086.266,8.64E-11,-53.115112,-52.95363,534.985092
2013,8,-347.0889369,68990,8.64E-11,-49.797302,-49.886307,535.795496
2013,9,-362.1454143,69129.08,73704.875,-48.508057,-49.305695,536.244374
2013,10,-361.2478177,68614.414,2102272,-48.257553,-49.6118,536.217614
2013,11,-353.9448838,68733.89,4816384,-33.32463,-35.098114,535.999892
2013,12,-345.2287385,69016.9,6350848,-26.255753,-29.99791,535.740038
2014,1,-333.200878,69508.53,5665792,-27.136475,-30.899109,535.381452
2014,2,-322.377863,68763.53,3222528,-41.37224,-42.603653,535.058786
2014,3,-319.9923225,68389.86,461745.5,-51.76088,-51.6615,534.987666
2014,4,-330.789711,68343.734,8.64E-11,-49.603653,-48.944336,535.309568
2014,5,-352.4252757,69162.14,8.64E-11,-50.48665,-50.490448,535.954588
2014,6,-376.5894061,68579.36,8.64E-11,-50.685913,-50.482483,536.674992
2014,7,-402.3319781,67861.945,8.64E-11,-56.499527,-56.047165,537.442454
2014,8,-426.6198131,68305.7,8.64E-11,-55.532852,-56.1595,538.166546
2014,9,-442.0730979,69069.125,60142.074,-53.87152,-54.058945,538.627254
2014,10,-446.8661157,68247.766,1976320,-48.459946,-48.87819,538.770148
2014,11,-442.1984125,68681.32,5118464,-36.334732,-39.07785,538.63099
2014,12,-433.0822397,68805.945,6258176,-26.929276,-30.312775,538.35921
2015,1,-424.8128802,69211.734,5586944,-29.059113,-31.486313,538.112676
2015,2,-416.4422894,68678.05,3098624,-39.62593,-40.055054,537.863124
2015,3,-417.5558994,68273.33,453091.2,-47.855072,-48.52716,537.896324
2015,4,-434.0856292,68080.375,8.64E-11,-48.817795,-50.158463,538.389124
2015,5,-456.2087673,68235.44,8.64E-11,-53.045547,-53.719437,539.04868
2015,6,-477.842722,68426.25,8.64E-11,-52.525177,-53.61873,539.693652
2015,7,-501.4146265,67570.66,8.64E-11,-58.00058,-58.765945,540.3964
2015,8,-530.037893,67707.64,8.64E-11,-55.70311,-57.093246,541.249744
2015,9,-549.8705499,67556.36,53862.695,-55.340622,-55.63559,541.841014
2015,10,-552.6780547,68646.17,1826304,-44.16266,-44.059692,541.924714
2015,11,-549.8971826,68634.25,4463104,-33.93599,-34.469833,541.841808
2015,12,-543.3853143,69197.63,6198784,-27.57724,-29.631668,541.64767
2016,1,-535.6886589,68781.016,5692416,-29.794098,-32.317657,541.41821
2016,2,-535.0836198,68929.99,3116032,-39.783447,-40.54785,541.400172
2016,3,-537.8767014,68063.13,438958.7,-50.278442,-50.513885,541.483442
2016,4,-551.2167434,68260.53,8.64E-11,-49.864548,-49.92987,541.881148
2016,5,-580.0735326,68436.94,8.64E-11,-53.203903,-53.66646,542.741454
2016,6,-604.7169178,67811.81,8.64E-11,-51.59807,-51.560852,543.476146
2016,7,-629.5848363,67970.14,8.64E-11,-57.437195,-58.401962,544.217532
2016,8,-652.7177369,68841.39,8.64E-11,-52.510513,-53.73076,544.907192
2016,9,-665.0904141,67632.3,82254.81,-55.484543,-55.70604,545.276058
2016,10,-667.5316351,68192.55,2057728,-48.142487,-48.490036,545.348838
2016,11,-655.5764275,69402.47,4743168,-33.258163,-34.3947,544.992418
2016,12,-641.4002388,69601.44,6190080,-25.723465,-28.520523,544.569784
2017,1,-629.6179762,69796.47,5395456,-27.192108,-29.292755,544.21852
2017,2,-619.4817769,69181.47,3002880,-36.924408,-37.723022,543.91633
2017,3,-614.4951519,68920.92,457937.56,-47.501205,-47.42137,543.767664
2017,4,-622.2685525,68437.21,8.64E-11,-52.56006,-52.990295,543.999412
2017,5,-646.8335824,68496.695,8.64E-11,-52.1575,-52.83362,544.731768
2017,6,-671.9954672,68406.375,8.64E-11,-52.70175,-53.133163,545.481918
2017,7,-699.8567158,68076.33,8.64E-11,-54.41765,-55.533875,546.312544
2017,8,-730.5960426,67899.11,8.64E-11,-55.77423,-57.044983,547.228974
2017,9,-748.6689273,67845.69,54839.703,-53.13652,-54.43878,547.76778
2017,10,-753.8886725,68974.66,1931264,-43.791397,-44.136993,547.923396
2017,11,-749.189976,68582.6,4659200,-35.463257,-36.068665,547.783314
2017,12,-739.5840161,69037.664,6370304,-29.148941,-31.131577,547.496932
2018,1,-731.1690151,69167.5,5480960,-27.311035,-28.849442,547.246056
2018,2,-726.6749277,68536.336,3152384,-38.290054,-39.228363,547.112074
2018,3,-730.1117564,69108.39,428306,-45.635513,-46.631775,547.214536
2018,4,-743.5549751,68792.875,8.64E-11,-52.57431,-53.8844,547.615318
2018,5,-765.6662391,68662.805,8.64E-11,-46.45865,-47.338165,548.27452
2018,6,-788.8263092,68987.39,8.64E-11,-45.32036,-45.893585,548.96499
2018,7,-813.1207185,68180.33,8.64E-11,-54.214584,-55.94783,549.689278
2018,8,-837.6919874,68884.22,8.64E-11,-52.5766,-53.98439,550.42182
2018,9,-852.5127953,67673.42,55046.395,-56.891876,-58.657288,550.863672
2018,10,-857.3486805,68460.94,1831936,-43.162888,-43.272232,551.007844
2018,11,-855.0526983,68552.06,4737536,-36.911682,-37.429733,550.939394
2018,12,-845.5958682,69401.56,5970944,-23.823715,-25.31961,550.657458
2019,1,-830.0253189,68965.05,5414400,-27.50595,-29.283752,550.193254
2019,2,-822.157664,69293.93,3036672,-35.009033,-36.034805,549.958696
2019,3,-818.86594,68706.86,453637.8,-45.972046,-46.121155,549.86056
2019,4,-828.4478165,68626.3,8.64E-11,-51.916016,-51.87477,550.146224
2019,5,-851.6683971,69082.734,8.64E-11,-52.01677,-51.995163,550.838498
2019,6,-876.7634653,67667.375,8.64E-11,-55.040497,-55.402847,551.586656
2019,7,-909.8274866,68592.42,8.64E-11,-53.544296,-53.99063,552.572392
2019,8,-938.5650658,68272.41,8.64E-11,-56.112015,-56.551132,553.429144
2019,9,-953.8849186,67839.22,72230.375,-54.53441,-54.22641,553.885874
2019,10,-960.2186764,68522.7,1937920,-47.208755,-47.012817,554.074702
2019,11,-960.7421402,69602.68,4849152,-34.633743,-35.860504,554.090308
2019,12,-951.7871725,69798.17,6109696,-26.089859,-27.930527,553.823334
2020,1,-932.8641203,69449.94,5575168,-28.105179,-30.187256,553.259182
2020,2,-915.3531391,68946.625,3143680,-38.843246,-39.826767,552.737128
2020,3,-913.099823,68186.75,346430.62,-45.27649,-45.26291,552.66995
2020,4,-930.8564022,68618.016,8.64E-11,-49.389175,-49.308807,553.199326
2020,5,-951.5678718,68322.86,8.64E-11,-50.27301,-50.588196,553.816796
2020,6,-975.9367454,68403.36,8.64E-11,-49.604126,-50.088028,554.543304
2020,7,-1003.954168,68239.55,8.64E-11,-54.50035,-55.26622,555.378586
2020,8,-1029.034142,68672.36,8.64E-11,-58.35202,-59.480774,556.126294
2020,9,-1046.25223,68288.484,86408.44,-54.612366,-55.18158,556.639616
2020,10,-1053.439241,67950.61,2063872,-50.33255,-50.489716,556.853882
2020,11,-1055.970624,68546.055,4587008,-32.081253,-32.533615,556.92935
2020,12,-1048.857407,68787.625,5947904,-25.69661,-27.239502,556.717284
2021,1,-1034.196462,68943.414,5655040,-29.043259,-31.799301,556.280198
2021,2,-1024.641084,68546.91,3019264,-40.321762,-40.36685,555.995324
2021,3,-1019.317894,68920.375,444120.12,-45.87387,-46.138,555.836624
2021,4,-1028.485454,67793.81,8.64E-11,-52.990005,-52.893356,556.109936
2021,5,-1050.861435,68388.91,8.64E-11,-51.62039,-51.9281,556.77703
2021,6,-1072.144603,68364.11,8.64E-11,-59.45456,-59.465347,557.411544
2021,7,-1096.366225,68763.484,8.64E-11,-54.967896,-56.00917,558.133662
2021,8,-1124.3707,67964.94,8.64E-11,-58.672348,-59.4243,558.968558
2021,9,-1145.050371,67916.01,68567.56,-56.512527,-57.47412,559.58508
2021,10,-1155.925914,68391.42,2187264,-51.983475,-52.67079,559.909312
2021,11,-1154.328286,68406.17,4852224,-36.81143,-38.04117,559.861682
2021,12,-1142.090852,68595.41,5960704,-25.875946,-27.320724,559.496848
2022,1,-1134.433575,69163.09,5113856,-26.799622,-27.460663,559.268562
2022,2,-1132.527692,68979.72,3170816,-38.073242,-38.526764,559.211742
2022,3,-1131.891928,68567.03,502436.88,-51.487396,-51.030945,559.192788
2022,4,-1140.157129,68346.23,8.64E-11,-53.21765,-53.264374,559.439198
2022,5,-1164.023871,68771.47,8.64E-11,-54.11046,-53.994995,560.150736
2022,6,-1191.111631,69072.49,8.64E-11,-49.531982,-49.452316,560.958302
2022,7,-1213.571334,68045.945,8.64E-11,-56.506805,-56.71527,561.627892
2022,8,-1239.550716,68198.11,8.64E-11,-51.475204,-51.273285,562.402414
2022,9,-1257.712018,67894.55,68815,-54.5717,-53.91507,562.943856
2022,10,-1258.760556,68060.55,2081280,-49.076447,-49.512283,562.975116
2022,11,-1254.263919,67587,4795392,-38.14586,-38.46492,562.841058
2022,12,-1248.126788,68223.875,6039040,-28.697754,-30.18489,562.658092
2023,1,-1231.981522,68126.03,5441024,-30.701767,-31.930923,562.176754
2023,2,-1218.560441,68567.11,2964480,-39.61969,-39.258606,561.776632
2023,3,-1219.246653,68277.22,485600.06,-47.04019,-46.498215,561.79709
2023,4,-1230.898033,68861.91,8.64E-11,-49.644836,-49.474243,562.144452
2023,5,-1254.106203,67889.68,8.64E-11,-52.555542,-52.29138,562.836356
2023,6,-1277.009069,68597.88,8.64E-11,-51.260544,-51.512253,563.519158
2023,7,-1298.757068,67498,8.64E-11,-53.294098,-53.494415,564.16753
2023,8,-1325.254614,67467.28,8.64E-11,-51.148895,-51.190918,564.9575
2023,9,-1344.301371,68339.57,64410.688,-51.860397,-52.53453,565.52534
2023,10,-1352.142326,67608.664,1852928,-47.00354,-46.70938,565.759102
2023,11,-1353.953619,68398.266,4425728,-35.09189,-34.29805,565.813102
2023,12,-1353.243794,68372.55,5939200,-28.096283,-28.545868,565.79194
2024,1,-1349.502668,68679.03,5475840,-30.746872,-31.753815,565.680406
2024,2,-1345.048496,68094.16,2906624,-39.454575,-38.947144,565.547614
2024,3,-1347.275381,68044.66,456908.88,-48.12027,-48.73178,565.614004
2024,4,-1364.324616,67642.34,8.64E-11,-51.46402,-52.459396,566.122292
2024,5,-1392.270325,67785.95,8.64E-11,-50.54579,-50.69113,566.955436
2024,6,-1418.930283,67978.59,8.64E-11,-50.315186,-49.930206,567.750248
2024,7,-1449.496531,68380.67,8.64E-11,-49.4254,-51.01677,568.661518
2024,8,-1476.651576,68812.305,8.64E-11,-49.46141,-52.25551,569.47109
2024,9,-1488.535942,67818.83,70679.44,-50.773453,-52.948257,569.825398
2024,10,-1493.056662,68426.83,2027008,-47.248947,-47.025055,569.960174
2024,11,-1493.00816,67775.41,4674560,-36.474747,-36.340683,569.958728
2024,12,-1492.184021,69221.914,6274048,-28.624115,-30.741943,569.934158
