Year,Month,Ant_total,Ant_east,Ant_west,sp,ssr,t2m_c,skt_c,N2O,CO2,CH4
1975,1,,,,69441.54,5463040,-28.476059,-29.248825,,,
1975,2,,,,69172.1,3017728,-35.965103,-37.239532,,,
1975,3,,,,68785.695,431655.12,-45.428085,-47.281006,,,
1975,4,,,,68145.39,8.64E-11,-54.786545,-57.04042,,,
1975,5,,,,69257.914,8.64E-11,-49.846344,-52.95352,,,
1975,6,,,,68444.42,8.64E-11,-57.400696,-60.509796,,,
1975,7,,,,68189.8,8.64E-11,-59.463715,-61.73062,,329.39,
1975,8,,,,67507.516,8.64E-11,-57.31549,-59.55957,,329.86,
1975,9,,,,67605.41,59219.43,-56.79387,-59.004868,,330.05,
1975,10,,,,67894.42,1942528,-48.108658,-49.627808,,330.27,
1975,11,,,,68551.2,4843520,-37.561935,-38.71672,,330.47,
1975,12,,,,69410.89,6314496,-28.973297,-29.672195,,330.08,
1976,1,,,,69589.05,5580800,-29.220566,-30.065613,,329.46,
1976,2,,,,68794.81,3040256,-37.857895,-38.93747,,329.23,
1976,3,,,,68433.12,406018.38,-49.105713,-50.614822,,329.18,
1976,4,,,,67889.32,8.64E-11,-56.455093,-58.79097,,329.37,
1976,5,,,,67568.2,8.64E-11,-56.249786,-58.62552,,329.61,
1976,6,,,,68241.766,8.64E-11,-56.532684,-59.225464,,329.78,
1976,7,,,,68236.4,8.64E-11,-57.21811,-59.613647,,330.16,
1976,8,,,,67424.45,8.64E-11,-60.879807,-63.87175,,330.69,
1976,9,,,,67402.24,72855,-55.392166,-57.94217,,331.16,
1976,10,,,,67284.86,1992192,-48.177704,-49.995773,,331.52,
1976,11,,,,69202.39,4730368,-36.801178,-37.55504,,331.49,
1976,12,,,,70252.66,6223360,-27.619507,-28.187057,,331.07,
1977,1,,,,70038.17,5311488,-26.316757,-26.919464,,330.84,
1977,2,,,,68784.23,3082240,-38.86197,-40.177856,,330.86,
1977,3,,,,68569.1,388304.06,-48.038773,-49.523514,,330.72,
1977,4,,,,68633.586,8.64E-11,-51.50238,-53.400497,,330.53,
1977,5,,,,68712.016,8.64E-11,-49.961975,-51.957047,,330.67,
1977,6,,,,68639.14,8.64E-11,-49.99701,-51.45854,,331.01,
1977,7,,,,68273.69,8.64E-11,-51.522903,-53.883835,,331.56,
1977,8,,,,68536.93,8.64E-11,-53.28282,-55.57817,,332.49,
1977,9,,,,67021.086,62216.527,-55.842743,-58.206543,,333,
1977,10,,,,67662.83,2209280,-53.31581,-55.607834,,332.82,
1977,11,,,,68315.59,4749824,-38.4097,-39.304337,,332.49,
1977,12,,,,69185.54,6443520,-31.723267,-32.29239,,332.39,
1978,1,,,,68861.77,5644800,-31.025558,-31.957626,,332.46,
1978,2,,,,68904.36,2998784,-37.499435,-38.71521,,332.35,
1978,3,,,,68723.59,501199.8,-48.4505,-50.463425,,332.27,
1978,4,,,,68743.46,8.64E-11,-46.02954,-47.548798,,332.6,
1978,5,,,,68399.25,8.64E-11,-50.5316,-52.546173,,333.14,
1978,6,,,,68301.89,8.64E-11,-54.774017,-56.892807,,333.48,
1978,7,,,,68510.14,8.64E-11,-55.630493,-58.029434,,333.85,
1978,8,,,,67044.84,8.64E-11,-53.496613,-56.064056,,334.38,
1978,9,,,,67800.58,56936.453,-54.598206,-57.412582,,334.84,
1978,10,,,,68239.47,1790976,-44.88127,-46.195602,,335.33,
1978,11,,,,68749.78,4787200,-36.24591,-36.88286,,335.28,
1978,12,,,,69169.46,6238208,-28.965225,-29.482056,,334.81,
1979,1,,,,69258.2,5719040,-30.221878,-31.227448,,334.36,
1979,2,,,,68907.58,3184128,-39.004654,-40.647827,,333.89,
1979,3,,,,68381.17,413840.44,-45.236313,-46.412018,,333.65,
1979,4,,,,68794.79,8.64E-11,-47.333817,-49.805847,,333.82,
1979,5,,,,67839.27,8.64E-11,-54.506027,-56.96547,,334.21,
1979,6,,,,68363.234,8.64E-11,-50.72348,-52.277542,,334.43,
1979,7,,,,67042.8,8.64E-11,-57.205215,-59.22699,,334.97,
1979,8,,,,67913.28,8.64E-11,-54.985825,-57.276,,335.56,
1979,9,,,,68242.56,49469.863,-50.36786,-52.27449,,335.6,
1979,10,,,,68033.15,1828352,-47.49849,-49.15274,,335.59,
1979,11,,,,68981.11,4768768,-36.459763,-37.697876,,335.65,
1979,12,,,,69445.375,6250496,-29.260468,-29.953415,,335.79,
1980,1,,,,69395.41,5707264,-29.748352,-30.873428,,335.97,
1980,2,,,,69253.55,3107840,-38.869186,-40.148453,,336.15,
1980,3,,,,68867.62,445911.7,-46.972046,-49.37828,,336.33,
1980,4,,,,68968.83,8.64E-11,-51.802094,-54.26671,,336.51,
1980,5,,,,68720.53,8.64E-11,-51.48265,-53.78253,,336.69,
1980,6,,,,68213.86,8.64E-11,-52.66725,-54.442825,,336.87,
1980,7,,,,68645.99,8.64E-11,-52.932663,-55.74353,,337.05,
1980,8,,,,68609.95,8.64E-11,-55.49205,-58.40033,,337.23,
1980,9,,,,68554.16,58931.195,-54.010544,-56.32312,,337.41,
1980,10,,,,68081.77,1839616,-46.649506,-47.904495,,337.59,
1980,11,,,,69367.14,4590080,-34.003082,-34.907303,,337.77,
1980,12,,,,69306.93,6234624,-29.852081,-30.424088,,337.95,
1981,1,,,,69302.42,5260288,-27.894104,-28.585037,,338.13,
1981,2,,,,69032.25,3059200,-37.46315,-38.71747,,338.31,
1981,3,,,,69313.45,481208.7,-46.96405,-49.098846,,338.49,
1981,4,,,,68458.91,8.64E-11,-50.84726,-53.594574,,338.67,
1981,5,,,,68697.36,8.64E-11,-47.8181,-49.201645,,338.85,
1981,6,,,,68352.03,8.64E-11,-51.36946,-53.023804,,339.03,
1981,7,,,,68834.2,8.64E-11,-49.57483,-51.8192,,339.21,
1981,8,,,,69056.81,8.64E-11,-48.4133,-50.60977,,339.55,
1981,9,,,,67907.83,80308,-54.703354,-57.486115,,339.55,
1981,10,,,,68135.484,2103808,-51.775238,-53.96489,,339.5,
1981,11,,,,68334.85,4922880,-38.433136,-39.640762,,339.41,
1981,12,,,,68745.05,6173696,-28.968063,-29.684784,,339.12,
1982,1,,,,69568.875,5612032,-29.46199,-30.534073,,338.93,
1982,2,,,,68943.06,3179520,-38.07286,-39.711548,,338.8,
1982,3,,,,67970.64,438970.62,-47.94931,-49.296066,,338.74,
1982,4,,,,68158.56,8.64E-11,-47.36116,-49.335266,,339.01,
1982,5,,,,68185.09,8.64E-11,-48.915024,-51.121536,,339.25,
1982,6,,,,67865.94,8.64E-11,-52.691254,-54.356354,,339.35,
1982,7,,,,68488.09,8.64E-11,-51.04657,-53.520493,,339.66,
1982,8,,,,67907.96,8.64E-11,-54.247864,-56.39502,,340.12,
1982,9,,,,67668.58,50940.582,-54.845657,-57.119812,,340.41,
1982,10,,,,68309.76,1723904,-43.874023,-45.371124,,340.46,
1982,11,,,,69336.39,4900352,-33.2574,-34.44789,,340.29,
1982,12,,,,70016.984,6193664,-27.758347,-28.524124,,340.07,
1983,1,,,,69633.65,5266944,-28.134048,-28.644241,,339.96,
1983,2,,,,69206.49,3051520,-38.5085,-39.916473,,339.81,1.5559
1983,3,,,,68816.83,483225.12,-47.56125,-49.625153,,339.78,1.5562
1983,4,,,,68846.53,8.64E-11,-49.76944,-51.95465,,340.22,1.56197
1983,5,,,,69286.68,8.64E-11,-50.415024,-52.64859,,340.71,1.57032
1983,6,,,,68362.16,8.64E-11,-54.00879,-56.491577,,340.93,1.57808
1983,7,,,,67837.336,8.64E-11,-54.755463,-56.606888,,341.26,1.58607
1983,8,,,,68148.78,8.64E-11,-51.421326,-53.78311,,341.81,1.59237
1983,9,,,,67991.89,59610.023,-52.17737,-54.47206,,342.09,1.59581
1983,10,,,,67826.16,1940992,-46.893204,-48.336197,,342.12,1.59713
1983,11,,,,68145.28,4417536,-37.871338,-38.25006,,342.08,1.59413
1983,12,,,,69157.516,6439424,-31.033707,-31.954773,,341.96,1.58773
1984,1,,,,69881.91,5473280,-28.097824,-29.012268,,341.84,1.58005
1984,2,,,,69124.49,2701312,-34.99672,-35.51317,,341.76,1.57559
1984,3,,,,68623.8,388971.5,-45.088745,-47.124725,,341.68,1.5767
1984,4,,,,68639.17,8.64E-11,-52.478256,-54.675323,,341.66,1.58204
1984,5,,,,69028.77,8.64E-11,-48.88893,-50.962357,,341.79,1.59021
1984,6,,,,68354.484,8.64E-11,-57.342102,-59.684372,,342.02,1.5964
1984,7,,,,68155.95,8.64E-11,-48.38846,-49.914948,,342.44,1.60014
1984,8,,,,68447.586,8.64E-11,-53.6873,-55.321182,,342.93,1.60406
1984,9,,,,68226.16,69009.19,-51.864212,-53.90474,,343.23,1.60959
1984,10,,,,68014.38,1946112,-49.8087,-51.008667,,343.3,1.60974
1984,11,,,,68773.766,4929024,-37.74762,-38.786926,,343.19,1.60666
1984,12,,,,70024.47,6040064,-28.005127,-28.458511,,343.08,1.60127
1985,1,,,,69841.44,5686784,-29.889069,-30.989975,,343.05,1.59177
1985,2,,,,68780.7,2936832,-38.71042,-39.870148,,343.14,1.58782
1985,3,,,,68816.945,420581.38,-47.385773,-49.114212,,343.05,1.58676
1985,4,,,,68727.516,8.64E-11,-49.12944,-51.46393,,343.05,1.59053
1985,5,,,,68593.56,8.64E-11,-52.592224,-54.476624,,343.34,1.59749
1985,6,,,,68747.266,8.64E-11,-48.174942,-49.618637,,343.59,1.60476
1985,7,,,,66901.7,8.64E-11,-52.512634,-54.631546,,344.1,1.61349
1985,8,,,,68398.11,8.64E-11,-52.47516,-55.021713,,344.65,1.61956
1985,9,,,,67877.33,62554.688,-55.05606,-57.566162,,344.81,1.62304
1985,10,,,,68152.695,1845760,-46.5168,-47.881668,,344.88,1.62349
1985,11,,,,67944.19,4476928,-36.121567,-36.55533,,344.85,1.61877
1985,12,,,,68860.484,6233088,-31.12741,-31.68489,,344.75,1.60985
1986,1,,,,69594.5,5199360,-25.425232,-26.05809,,344.65,1.60262
1986,2,,,,69914.875,2999296,-34.223892,-35.04457,,344.42,1.59885
1986,3,,,,69023.61,430650.38,-46.473083,-46.321976,,344.35,1.60105
1986,4,,,,68649.72,8.64E-11,-47.92784,-47.711563,,344.48,1.60693
1986,5,,,,69047.19,8.64E-11,-55.429077,-55.92282,,344.68,1.6118
1986,6,,,,68610.8,8.64E-11,-56.082,-57.180893,,344.95,1.61828
1986,7,,,,68014.76,8.64E-11,-53.567352,-54.60933,,345.29,1.62695
1986,8,,,,67817.97,8.64E-11,-54.145416,-54.801666,,345.82,1.63247
1986,9,,,,67045.61,52480,-56.31227,-58.32576,,346.14,1.63386
1986,10,,,,67852.31,2052608,-50.191315,-50.130737,,346.12,1.63421
1986,11,,,,68275.46,4325376,-36.399307,-35.29323,,346.05,1.63028
1986,12,,,,69092.04,6157824,-28.06099,-28.970825,,345.99,1.62326
1987,1,,,,70181.51,5565440,-27.186935,-29.34822,,345.96,1.61514
1987,2,,,,68992.26,2596352,-36.286133,-35.214844,,345.96,1.61009
1987,3,,,,68790.23,474561.44,-46.326965,-47.01207,,346.05,1.61252
1987,4,,,,68631.516,8.64E-11,-50.845093,-52.312943,,346.23,1.61768
1987,5,,,,68637.17,8.64E-11,-52.32872,-53.17224,,346.4,1.62415
1987,6,,,,68853.16,8.64E-11,-50.37726,-51.882248,,346.85,1.63152
1987,7,,,,68762.14,8.64E-11,-53.216965,-55.238052,,347.37,1.63761
1987,8,,,,67275.12,8.64E-11,-59.93802,-61.862274,,347.8,1.6421
1987,9,,,,68637.83,61199.605,-53.685318,-56.39,,348.27,1.64494
1987,10,,,,68146.1,1944576,-48.96031,-49.465256,,348.47,1.64503
1987,11,,,,68414.85,5038592,-40.398636,-41.119904,,348.49,1.64124
1987,12,,,,69216.266,6427648,-30.054398,-31.778458,,348.51,1.63476
1988,1,,,,69579.984,5391360,-28.147766,-29.094803,,348.39,1.625
1988,2,,,,68681.03,2963456,-39.548325,-39.29187,,348.17,1.61977
1988,3,,,,68831.2,393996.7,-43.454132,-44.434372,,348.25,1.62348
1988,4,,,,68651.19,8.64E-11,-49.922073,-51.628708,,348.5,1.62854
1988,5,,,,68871.836,8.64E-11,-53.10315,-55.085175,,348.66,1.63307
1988,6,,,,69377.3,8.64E-11,-50.15416,-51.866272,,348.96,1.64091
1988,7,,,,67839.56,8.64E-11,-55.713745,-56.863388,,349.35,1.64911
1988,8,,,,68523.05,8.64E-11,-52.749542,-53.701416,,349.78,1.6545
1988,9,,,,68843.22,64977.414,-52.187195,-53.212585,,350.04,1.65693
1988,10,,,,69455.9,2068480,-46.58307,-47.354874,,350.15,1.65974
1988,11,,,,68566.2,4814336,-37.644318,-37.995132,,350.12,1.65699
1988,12,,,,68956.805,6187008,-29.198227,-29.921692,,350.04,1.64824
1989,1,,,,69395.81,5374464,-30.379364,-30.663696,,350.11,1.64016
1989,2,,,,68829.58,2961920,-38.027283,-37.937057,,350.09,1.6347
1989,3,,,,68947.9,451531.62,-47.566437,-48.8161,,350.08,1.63471
1989,4,,,,68709.22,8.64E-11,-53.12657,-54.929764,,350.17,1.63947
1989,5,,,,67531.45,8.64E-11,-54.422913,-56.059906,,350.3,1.64654
1989,6,,,,67887.95,8.64E-11,-54.971207,-56.325073,,350.58,1.65583
1989,7,,,,68065.52,8.64E-11,-53.582626,-54.9597,,351.01,1.66385
1989,8,,,,68675.7,8.64E-11,-52.766754,-53.50728,,351.47,1.66916
1989,9,,,,68345.53,58297.83,-51.20894,-52.571884,,351.67,1.67179
1989,10,,,,68102.74,1910784,-48.914642,-49.459274,,351.82,1.66992
1989,11,,,,68933.58,4644864,-36.295807,-36.078094,,352.11,1.66603
1989,12,,,,69624.15,6477312,-27.19043,-29.124863,,351.95,1.65954
1990,1,,,,69469.19,5215232,-27.380386,-27.815094,,351.41,1.65054
1990,2,,,,68787.74,2994176,-38.847763,-38.95636,,351.11,1.6465
1990,3,,,,68759.75,456030.75,-48.359787,-49.777466,,351.01,1.64788
1990,4,,,,69206.52,8.64E-11,-52.210297,-54.49472,,351.23,1.65119
1990,5,,,,69154.734,8.64E-11,-54.15271,-55.756546,,351.71,1.65583
1990,6,,,,68802.19,8.64E-11,-50.479355,-51.367844,,351.93,1.66181
1990,7,,,,68837.09,8.64E-11,-52.034607,-53.539185,,352.27,1.66905
1990,8,,,,68135.13,8.64E-11,-55.101517,-56.595856,,352.68,1.67462
1990,9,,,,67377.945,61596.277,-53.189728,-54.6996,,352.86,1.67793
1990,10,,,,68518.03,1986048,-45.000046,-46.04808,,353.01,1.677
1990,11,,,,69174.59,4606976,-33.922165,-34.867096,,352.98,1.67264
1990,12,,,,69539.09,6124032,-26.14125,-27.42157,,352.87,1.665
1991,1,,,,69011.33,5605888,-28.953354,-30.355927,,352.81,1.65942
1991,2,,,,69598.25,3045888,-35.7762,-36.21974,,352.57,1.65888
1991,3,,,,68260.19,418749.8,-47.795135,-48.68721,,352.53,1.65541
1991,4,,,,68724.28,8.64E-11,-51.698456,-53.279144,,352.85,1.65648
1991,5,,,,68411.81,8.64E-11,-51.745575,-54.07158,,352.97,1.66539
1991,6,,,,68931.13,8.64E-11,-52.92192,-54.93228,,353.18,1.67343
1991,7,,,,68706.875,8.64E-11,-50.717422,-52.447845,,353.72,1.67867
1991,8,,,,68001.61,8.64E-11,-52.827133,-55.304214,,354.06,1.68397
1991,9,,,,68736.75,50434.887,-48.7603,-50.298035,,354.14,1.68929
1991,10,,,,68122.5,1845760,-46.62651,-46.98062,,354.09,1.69116
1991,11,,,,68868.7,4633088,-37.05452,-36.818344,,354.06,1.68889
1991,12,,,,70233.44,6319104,-27.449814,-29.302032,,354.07,1.68244
1992,1,,,,69304.04,5389824,-29.40242,-30.785324,,353.81,1.67517
1992,2,,,,69344.16,3094528,-40.338654,-41.008987,,353.44,1.67177
1992,3,,,,68686.2,460413.06,-50.017044,-52.411026,,353.28,1.67166
1992,4,,,,68518.21,8.64E-11,-47.263412,-49.098923,,353.5,1.67593
1992,5,,,,69080.85,8.64E-11,-52.090958,-54.125214,,353.83,1.68224
1992,6,,,,69144.91,8.64E-11,-50.72278,-52.108063,,354.29,1.68995
1992,7,,,,68284.47,8.64E-11,-55.335495,-57.172318,,354.84,1.69756
1992,8,,,,67812.25,8.64E-11,-55.460007,-56.76851,,355.2,1.70202
1992,9,,,,67677.59,64726.902,-52.532715,-53.78235,,355.39,1.70278
1992,10,,,,68540.41,1882112,-42.932205,-43.51396,,355.37,1.7003
1992,11,,,,68387.45,4754944,-36.9252,-37.11696,,355.31,1.69411
1992,12,,,,69058.55,6055936,-30.058182,-30.609772,,355.15,1.68748
1993,1,,,,69884.33,5052928,-27.706146,-27.553665,,354.88,1.6785
1993,2,,,,68636.58,2689024,-37.96379,-37.35028,,354.7,1.67283
1993,3,,,,68674.42,434054.2,-46.461334,-46.916092,,354.61,1.67359
1993,4,,,,68440.055,8.64E-11,-50.75415,-51.390686,,354.65,1.67535
1993,5,,,,68100.09,8.64E-11,-49.590958,-50.626404,,354.76,1.68131
1993,6,,,,68072.71,8.64E-11,-54.320023,-55.43489,,355.06,1.68807
1993,7,,,,67777.016,8.64E-11,-52.717575,-53.22992,,355.57,1.69168
1993,8,,,,67450.914,8.64E-11,-58.269714,-59.509583,,355.93,1.69776
1993,9,,,,67886.234,64541.22,-54.847183,-55.459274,,356.05,1.7016
1993,10,,,,67890.43,1905152,-46.925156,-46.826324,,356.05,1.7007
1993,11,,,,68917.14,4717056,-36.717087,-37.010086,,355.93,1.69644
1993,12,,,,68740.43,6071296,-28.598083,-29.716919,,355.74,1.6881
1994,1,,,,69410.59,5562880,-29.013412,-31.327713,,355.64,1.67894
1994,2,,,,68637.66,3102720,-40.789886,-40.850662,,355.67,1.67407
1994,3,,,,68139.37,430963.44,-48.959885,-49.141434,,355.78,1.67445
1994,4,,,,68818.414,8.64E-11,-53.658417,-54.655853,,355.82,1.67896
1994,5,,,,68082.41,8.64E-11,-52.501907,-53.282166,,355.85,1.68484
1994,6,,,,69712.64,8.64E-11,-50.256348,-52.057495,,356.22,1.69186
1994,7,,,,68224.08,8.64E-11,-56.290527,-57.86061,,356.65,1.69896
1994,8,,,,67725.75,8.64E-11,-55.091934,-55.947174,,357.13,1.70403
1994,9,,,,68248.47,52220.016,-53.399628,-54.617294,,357.58,1.70757
1994,10,,,,68353.984,1941504,-47.7921,-47.87056,,357.66,1.7075
1994,11,,,,69108.94,4282368,-35.580826,-35.0773,,357.62,1.70344
1994,12,,,,68672.375,6490624,-29.669312,-32.07016,,357.59,1.69805
1995,1,,,,68726.89,5635584,-31.770233,-33.73651,,357.54,1.68929
1995,2,,,,68790.45,2890752,-37.34349,-37.556717,,357.51,1.68348
1995,3,,,,68802.24,503905,-46.822754,-47.56006,,357.55,1.68387
1995,4,,,,68266.22,8.64E-11,-52.944443,-53.59305,,357.78,1.68802
1995,5,,,,67854.72,8.64E-11,-52.237717,-53.26712,,357.96,1.69331
1995,6,,,,68774.72,8.64E-11,-53.947403,-54.728317,,358.13,1.69839
1995,7,,,,69316.55,8.64E-11,-51.22885,-53.009094,,358.52,1.70393
1995,8,,,,68327.63,8.64E-11,-56.157547,-56.927658,,358.88,1.70845
1995,9,,,,67750.56,60836.26,-60.055496,-61.777878,,359.1,1.71247
1995,10,,,,68565.59,1803776,-46.28569,-46.709,,359.49,1.7138
1995,11,,,,68992.83,4927488,-36.611877,-37.870285,,359.64,1.71063
1995,12,,,,68948.57,6145536,-27.92752,-29.662018,,359.44,1.70302
1996,1,,,,69431.375,5489664,-29.184296,-31.059875,,359.47,1.69313
1996,2,,,,69461.125,2797568,-35.24196,-35.720657,,359.51,1.68623
1996,3,,,,68459.234,434300.94,-48.61995,-49.021286,,359.48,1.68444
1996,4,,,,68724.72,8.64E-11,-50.04474,-50.593018,,359.45,1.6875
1996,5,,,,68385.14,8.64E-11,-56.52231,-57.519974,,359.46,1.69357
1996,6,,,,68433,8.64E-11,-54.785217,-54.644318,,359.64,1.70267
1996,7,,,,68184.33,8.64E-11,-51.346207,-52.05681,,360.11,1.70845
1996,8,,,,69297.78,8.64E-11,-49.621246,-50.192963,,360.6,1.7117
1996,9,,,,68789.55,70843.94,-54.905807,-55.28302,,360.76,1.71411
1996,10,,,,67857.18,1816064,-49.40181,-48.66278,,360.71,1.71443
1996,11,,,,69294.266,4783616,-34.386566,-35.31758,,360.62,1.70989
1996,12,,,,69541.7,6395392,-26.260971,-29.19812,,360.69,1.70036
1997,1,,,,69369.84,5510656,-28.442657,-30.920715,0.31196,360.75,1.69351
1997,2,,,,68833.53,3104768,-40.25612,-40.834,0.31191,360.74,1.68932
1997,3,,,,68037.766,496832.8,-49.192123,-49.60013,0.31192,360.7,1.68942
1997,4,,,,68506.125,8.64E-11,-51.976868,-52.320557,0.31188,360.78,1.69463
1997,5,,,,67964.99,8.64E-11,-53.36447,-53.298035,0.31176,361.1,1.70097
1997,6,,,,68521.445,8.64E-11,-52.318314,-53.028946,0.31169,361.35,1.70912
1997,7,,,,67560.73,8.64E-11,-60.925705,-61.451675,0.3118,361.56,1.71513
1997,8,,,,67950.67,8.64E-11,-54.978516,-55.58264,0.31206,361.92,1.71978
1997,9,,,,68198.8,73560.81,-55.48297,-57.024826,0.31224,362.23,1.72245
1997,10,,,,68259.125,2175488,-51.507492,-52.134384,0.31235,362.34,1.72148
1997,11,,,,69764.5,4913152,-33.71579,-35.702576,0.31256,362.43,1.71697
1997,12,,,,69269.516,6436352,-27.832596,-31.184113,0.3127,362.43,1.71022
1998,1,,,,69155.59,5138432,-26.886597,-28.381454,0.3126,362.41,1.70348
1998,2,,,,68963.04,2949632,-36.77397,-37.754425,0.31242,362.58,1.69796
1998,3,,,,68490.16,406995.44,-47.060028,-46.49002,0.31229,362.81,1.69705
1998,4,,,,67547.01,8.64E-11,-56.456924,-56.80162,0.3122,363.05,1.70005
1998,5,,,,68166.97,8.64E-11,-53.153168,-53.894043,0.31226,363.39,1.70577
1998,6,,,,68606.945,8.64E-11,-52.27707,-52.727936,0.31239,363.85,1.71502
1998,7,,,,68138.44,8.64E-11,-53.77321,-53.72484,0.31264,364.4,1.72266
1998,8,,,,67994.14,8.64E-11,-57.85295,-57.791916,0.31295,364.93,1.72831
1998,9,,,,68195.99,51833.83,-57.184494,-57.859985,0.31304,365.24,1.73256
1998,10,,,,68263.14,1998848,-51.158234,-51.399277,0.31306,365.31,1.73319
1998,11,,,,68407.2,4629504,-35.722336,-36.792892,0.31324,365.29,1.72783
1998,12,,,,68907.59,6320128,-27.761108,-30.770203,0.31342,365.3,1.71985
1999,1,,,,69657.44,5401600,-25.506287,-28.497452,0.31348,365.29,1.71268
1999,2,,,,69140.766,3016704,-38.456024,-38.772186,0.31349,365.21,1.70802
1999,3,,,,68780.92,482584.88,-48.64566,-48.308624,0.3134,365.21,1.70809
1999,4,,,,67869.89,8.64E-11,-52.34619,-52.939606,0.31328,365.31,1.7115
1999,5,,,,68189.73,8.64E-11,-51.88011,-51.717422,0.31329,365.5,1.71847
1999,6,,,,69523.086,8.64E-11,-53.40927,-53.641266,0.31342,365.74,1.72742
1999,7,,,,68230.89,8.64E-11,-57.137863,-57.571686,0.31362,365.97,1.73385
1999,8,,,,68119.59,8.64E-11,-52.682602,-53.09984,0.31384,366.34,1.73855
1999,9,,,,68590.79,62504.99,-57.55597,-58.525253,0.31403,366.68,1.74136
1999,10,,,,67808.766,1879552,-48.032806,-47.780853,0.31419,366.82,1.7403
1999,11,,,,68586.08,4813824,-37.32852,-38.86281,0.31429,366.9,1.73538
1999,12,,,,68494.31,6246912,-30.08197,-32.536667,0.31434,366.82,1.72799
2000,1,,,,68721.836,5535232,-29.399887,-31.821747,0.3143,366.69,1.71961
2000,2,,,,68655.05,2805760,-39.71759,-38.784103,0.31424,366.52,1.71349
2000,3,,,,68793.086,461511.06,-52.14566,-52.250427,0.31413,366.36,1.71133
2000,4,,,,68665.32,8.64E-11,-56.058548,-55.805435,0.31397,366.38,1.71504
2000,5,,,,68335.625,8.64E-11,-54.091507,-54.18802,0.31396,366.55,1.7226
2000,6,,,,68833.34,8.64E-11,-54.82396,-54.619095,0.31425,366.77,1.72908
2000,7,,,,68413.31,8.64E-11,-56.672028,-56.293594,0.31455,367.11,1.73506
2000,8,,,,68357.47,8.64E-11,-55.563477,-55.58571,0.31467,367.57,1.7401
2000,9,,,,68598.016,66286.69,-55.72676,-55.940536,0.31487,367.79,1.742
2000,10,,,,67938.766,1762816,-47.315704,-46.00679,0.31509,367.87,1.74074
2000,11,,,,69377.86,4553728,-32.26999,-33.44348,0.31524,367.96,1.73555
2000,12,,,,69756.78,6534144,-27.259872,-31.29103,0.31534,367.97,1.72673
2001,1,,,,69346.7,5435904,-28.050934,-31.070602,0.31531,367.91,1.71691
2001,2,,,,69470.17,2935808,-37.346436,-37.954193,0.31505,368.08,1.71071
2001,3,,,,68548.64,465059.75,-51.403625,-50.114807,0.31471,368.25,1.70977
2001,4,,,,68275.83,8.64E-11,-55.56433,-55.23056,0.3146,368.42,1.71328
2001,5,,,,68756.1,8.64E-11,-52.84935,-52.70746,0.31473,368.59,1.72123
2001,6,,,,68645.81,8.64E-11,-52.32187,-52.155212,0.31497,368.76,1.72908
2001,7,,,,68647.414,8.64E-11,-54.3925,-54.83441,0.31519,368.93,1.7349
2001,8,,,,67699.88,8.64E-11,-57.756027,-58.057755,0.31545,369.34,1.73932
2001,9,,,,68429.22,65019.727,-52.977386,-53.322723,0.31565,369.67,1.74124
2001,10,,,,67978.58,1973248,-49.4673,-50.011322,0.31584,370,1.73984
2001,11,,,,68772.11,4616192,-32.89113,-33.890564,0.31604,370.02,1.73448
2001,12,,,,68979.516,6370304,-25.962753,-29.388596,0.31609,369.82,1.72497
2002,1,,,,69294.266,5439488,-25.721283,-28.601288,0.31599,369.63,1.71653
2002,2,,,,68734.875,3158528,-38.897064,-39.86316,0.31585,369.56,1.71237
2002,3,,,,69133.94,438956,-45.928513,-45.570724,0.31556,369.63,1.71249
2002,4,366.37,-570.41,720.14,68592.305,8.64E-11,-47.86229,-47.192337,0.31522,369.8,1.71711
2002,5,491.92264,-548.5349,770.303,69385.19,8.64E-11,-51.966995,-52.593185,0.31518,370.09,1.72427
2002,6,492.4885667,-523.13962,763.4214,68488.91,8.64E-11,-55.12166,-55.741074,0.31538,370.49,1.73206
2002,7,493.0544933,-497.74434,756.5398,68739.35,8.64E-11,-50.419617,-50.74327,0.31556,371.02,1.73732
2002,8,493.62042,-472.34906,749.6582,67653.94,8.64E-11,-51.15561,-51.2305,0.31584,371.57,1.74135
2002,9,597.09717,-398.94714,790.44763,68635.336,67398.44,-53.383728,-54.02124,0.31609,371.94,1.74409
2002,10,588.64,-421.69,801.4,69211.25,1958400,-46.972702,-48.18007,0.31616,372.18,1.74254
2002,11,422.14917,-564.87335,764.9225,68538.69,4661248,-36.794434,-36.926193,0.31628,372.14,1.73797
2002,12,496.99246,-489.31836,752.6894,68739.91,6273024,-29.93129,-32.14894,0.31634,372.03,1.73013
2003,1,416.25836,-529.80774,722.0071,69954.31,5697024,-27.753845,-30.751862,0.3162,372.15,1.71939
2003,2,335.63333,-564.437,692.0237,69505.32,3257344,-38.909912,-40.730057,0.31609,372.25,1.71316
2003,3,392.35144,-500.71036,699.9212,68608.92,457899.25,-48.567932,-49.13748,0.31612,372.29,1.71409
2003,4,537.13745,-424.49057,770.125,68309.14,8.64E-11,-51.65248,-51.996277,0.31618,372.41,1.71672
2003,5,554.3638,-398.63437,778.05914,68698.234,8.64E-11,-53.813858,-53.88115,0.31629,372.73,1.72124
2003,6,550.8733,-392.461185,764.698395,68970.664,8.64E-11,-58.297318,-59.522186,0.31646,373.08,1.72978
